Customer_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Outstanding_Loans,Loan_Amount,Loan_Tenure_Months,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Default,Application_Date
418,54,209129,26,Single,Graduate,25,0,874958,12,284306,33076,6,5,449344,269606,0.6,2,3,0,0,0,Current,,456327,309,21,0,2023-09-05
419,22,100000,0,Married,High School,1,2,333306,120,24293,13558,5,5,53461,14969,0.28,2,3,0,0,0,Current,,70348,16,14,0,2025-02-08
420,52,214001,19,Married,Graduate,16,2,796980,84,287818,17453,3,6,357022,124957,0.35,3,4,0,0,0,Current,,469450,193,104,0,2024-08-22
421,43,382541,17,Married,Postgraduate,16,3,264952,60,475388,146561,2,2,901748,423821,0.47,1,1,2,0,0,DPD30,20.0,932100,200,14,1,2023-11-26
422,42,176200,10,Married,High School,11,2,678011,12,171450,61945,7,7,307927,70823,0.23,0,0,0,0,0,Current,,371110,137,53,0,2025-12-27
423,45,100000,21,Single,High School,18,3,268774,180,86755,31274,3,7,244905,85716,0.35,0,0,0,0,0,Current,,354963,226,115,0,2023-08-14
424,42,205453,15,Single,Graduate,14,1,396496,12,365662,8136,6,8,334315,113667,0.34,3,3,0,0,0,Current,,493689,168,96,0,2024-05-29
425,42,390496,18,Married,Postgraduate,20,3,440868,12,206196,150793,7,7,1155205,727779,0.63,0,2,0,0,0,Current,,1607011,242,218,0,2025-08-22
426,69,342881,40,Married,Graduate,30,1,287484,36,283461,112501,1,2,422507,59150,0.14,2,2,3,1,0,DPD60,24.0,454505,363,195,1,2024-02-29
427,62,201525,35,Widowed,Graduate,30,3,141467,180,139409,97269,5,5,147175,11774,0.08,3,4,0,0,0,Current,,174749,369,207,0,2023-09-30
428,26,100000,0,Married,High School,5,4,122808,180,155384,30185,1,8,157502,44100,0.28,1,2,0,0,0,Current,,171878,69,48,0,2025-06-07
429,35,260444,10,Married,Graduate,14,1,165550,120,478463,43206,6,0,482934,140050,0.29,1,2,2,1,0,DPD60,33.0,640403,169,111,1,2024-01-14
430,63,235775,36,Divorced,Graduate,30,1,895211,60,402485,47892,3,2,323656,9709,0.03,0,0,0,0,0,Current,,448772,370,167,0,2025-12-13
431,57,365263,35,Single,Postgraduate,30,2,591274,180,586438,38134,7,1,403872,133277,0.33,0,0,0,0,0,Current,,582336,369,101,0,2023-11-02
432,53,342014,28,Married,Graduate,23,1,738521,24,675217,125518,7,7,745640,29825,0.04,0,1,0,0,0,Current,,1066506,279,169,0,2025-11-26
433,28,100000,3,Single,High School,5,3,420222,180,140943,35970,7,5,144281,34627,0.24,3,4,0,0,0,Current,,151438,61,48,0,2025-01-23
434,64,136574,32,Single,High School,30,4,138753,24,206848,15885,4,9,283858,110704,0.39,0,0,0,0,0,Current,,301694,365,156,0,2024-03-22
435,64,121212,34,Married,High School,28,4,516384,60,238359,11645,5,7,296688,32635,0.11,1,2,0,0,0,Current,,431632,345,258,0,2025-06-16
436,25,100000,3,Married,Graduate,9,2,337793,48,6363,5696,4,1,240250,86490,0.36,1,1,0,0,0,Current,,341609,116,22,0,2023-07-08
437,59,307541,33,Married,Graduate,30,3,627116,12,395618,140776,2,5,442328,101735,0.23,2,3,0,0,0,Current,,544147,360,236,0,2023-05-22
438,24,186567,4,Married,Graduate,6,3,192188,60,278170,24603,5,6,358161,107448,0.3,1,3,0,0,0,Current,,435174,76,61,0,2025-06-20
439,26,178121,1,Married,Graduate,9,0,162395,120,327700,32987,1,7,289294,104145,0.36,1,1,0,0,0,Current,,369254,116,80,0,2025-04-24
440,65,278020,31,Single,Graduate,25,1,558768,12,493067,42993,4,8,744263,193508,0.26,0,0,0,0,0,Current,,966289,310,292,0,2023-10-15
441,52,100000,19,Married,High School,23,2,113153,24,169182,21853,6,4,269689,102481,0.38,2,2,0,0,0,Current,,303968,282,259,0,2024-06-12
442,50,144749,10,Married,High School,9,4,246753,240,274197,52506,2,2,196765,66900,0.34,2,2,0,0,0,Current,,236486,118,112,0,2025-12-15
443,67,432522,24,Divorced,Postgraduate,24,0,319331,60,474861,189395,5,1,315457,132491,0.42,3,3,0,0,0,Current,,413200,293,279,0,2024-04-24
444,55,101156,24,Single,High School,27,3,321427,120,6422,10889,7,7,92957,4647,0.05,0,0,1,0,0,DPD30,25.0,102543,330,231,1,2024-09-19
445,60,301793,18,Single,Graduate,20,1,348191,24,21595,105469,6,0,427792,218173,0.51,3,3,0,0,0,Current,,641438,248,156,0,2023-10-10
446,36,360477,10,Married,Postgraduate,15,4,1407769,120,400867,68213,2,9,688736,185958,0.27,1,1,4,4,3,DPD90+,15.0,786171,182,109,1,2025-09-21
447,33,287536,12,Divorced,Graduate,17,0,426067,120,258431,141080,1,5,615892,92383,0.15,1,1,1,1,0,DPD60,10.0,786006,211,105,1,2024-08-11
448,62,320317,39,Married,Postgraduate,30,3,1310383,120,297871,52365,7,1,425517,51062,0.12,0,0,0,0,0,Current,,543419,360,328,0,2024-07-13
449,50,257994,23,Married,Graduate,24,4,349444,60,214338,6050,6,2,559523,89523,0.16,4,5,0,0,0,Current,,685831,297,33,0,2025-07-23
450,39,314663,17,Widowed,Postgraduate,19,4,1178774,240,578843,84174,5,7,895011,277453,0.31,3,3,0,0,0,Current,,1003103,233,126,0,2025-02-25
451,37,100000,11,Widowed,High School,13,3,199883,24,75038,9235,2,0,213003,40470,0.19,0,0,0,0,0,Current,,273213,164,68,0,2024-02-17
452,39,100000,12,Married,High School,17,3,312403,48,171964,4135,3,5,89641,39442,0.44,4,5,1,0,0,DPD30,1.0,93720,204,71,1,2023-09-22
453,48,237280,18,Married,Graduate,16,2,159921,24,429615,84274,5,2,462499,60124,0.13,3,3,0,0,0,Current,,551975,196,11,0,2025-05-19
454,46,383944,18,Single,Postgraduate,21,4,1047629,180,393169,142629,5,5,712115,242119,0.34,0,1,0,0,0,Current,,791961,259,136,0,2024-07-29
455,57,319961,22,Divorced,Postgraduate,21,3,374064,12,294853,77153,7,2,856455,334017,0.39,3,6,0,0,0,Current,,909631,261,62,0,2024-11-27
456,46,100000,13,Married,High School,11,0,268844,240,153399,34490,5,7,137575,46775,0.34,2,2,0,0,0,Current,,201236,142,103,0,2024-09-26
457,43,235873,17,Widowed,Graduate,18,1,267979,60,337426,65656,7,4,367340,80814,0.22,0,3,1,0,0,DPD30,25.0,495898,221,92,0,2025-05-10
458,29,274384,6,Single,Postgraduate,7,2,676878,36,189501,88435,5,3,547848,98612,0.18,1,1,0,0,0,Current,,594094,89,75,0,2024-03-08
459,32,119112,9,Married,Graduate,11,3,118849,48,29774,36498,3,8,215719,81973,0.38,2,3,1,1,1,DPD90+,26.0,318120,134,114,1,2023-10-18
460,21,167632,0,Married,Postgraduate,7,1,249735,12,94957,56926,6,4,385141,77028,0.2,0,1,3,0,0,DPD30,21.0,426734,91,86,0,2025-01-01
461,21,263208,0,Married,Postgraduate,5,2,836436,36,80411,30485,6,3,158180,33217,0.21,1,1,0,0,0,Current,,176814,60,36,0,2025-06-21
462,67,222022,33,Single,Graduate,30,4,1086791,180,138703,33076,6,7,423793,84758,0.2,1,3,0,0,0,Current,,452032,371,198,0,2025-02-23
463,54,192964,17,Married,Graduate,14,1,486526,24,108166,44609,1,7,155177,69829,0.45,2,3,0,0,0,Current,,211650,171,7,0,2024-03-17
464,52,229690,22,Married,Graduate,23,2,825111,24,297112,53779,3,7,295845,118338,0.4,0,0,0,0,0,Current,,380290,283,138,0,2025-05-19
465,68,108010,39,Married,High School,30,3,316189,240,206435,42309,3,3,232660,16286,0.07,1,1,0,0,0,Current,,239436,365,168,0,2025-03-19
466,45,305025,21,Single,Postgraduate,23,3,836564,60,423130,59891,2,0,272550,103569,0.38,2,2,4,0,1,DPD90+,32.0,275997,286,4,1,2024-12-22
467,60,143049,39,Married,Graduate,30,2,113175,60,265637,14019,4,1,181973,12738,0.07,1,2,0,0,0,Current,,230437,368,201,0,2025-02-03
468,65,453138,32,Single,Postgraduate,29,4,520808,12,715531,63758,6,3,1022966,265971,0.26,1,1,4,4,4,DPD90+,27.0,1356213,348,102,1,2023-09-18
469,21,100000,0,Single,High School,9,2,447375,84,146936,12307,4,9,212701,85080,0.4,0,1,0,0,0,Current,,300214,109,19,0,2023-02-01
470,36,324195,8,Married,Postgraduate,12,0,760476,180,277971,120340,2,1,235884,56612,0.24,2,2,0,0,0,Current,,292292,155,110,0,2024-09-18
471,59,251053,23,Divorced,Graduate,20,2,819561,84,171556,61699,3,9,487838,14635,0.03,1,2,0,0,0,Current,,652856,240,225,0,2024-06-27
472,25,100000,2,Married,High School,5,2,287704,120,170024,36014,2,2,86813,43406,0.5,1,2,3,1,0,DPD60,19.0,118658,70,38,1,2025-09-22
473,42,160727,15,Married,High School,18,3,354398,48,291802,35325,5,8,181730,81778,0.45,0,1,2,2,1,DPD90+,3.0,237435,219,22,1,2023-12-18
474,49,142937,18,Single,Graduate,18,4,320918,24,133098,63903,2,8,235564,65957,0.28,1,2,0,0,0,Current,,277048,224,103,0,2023-02-01
475,23,134130,1,Married,Graduate,7,2,402335,12,9076,66003,2,8,103731,31119,0.3,0,0,0,0,0,Current,,110571,87,1,0,2025-12-04
476,32,232681,8,Single,Postgraduate,9,1,264125,84,371227,79466,7,6,694347,284682,0.41,4,4,4,1,0,DPD60,9.0,919155,116,113,1,2025-12-28
477,46,100000,24,Widowed,High School,25,3,224266,240,60588,43463,5,3,91342,10047,0.11,0,0,0,0,0,Current,,126449,305,149,0,2023-02-12
478,36,100000,8,Divorced,High School,10,3,251139,60,6928,26380,7,0,245328,34345,0.14,0,0,0,0,0,Current,,268612,124,113,0,2025-11-30
479,57,273179,19,Married,Graduate,18,2,1347610,24,442475,128016,4,2,703325,147698,0.21,1,1,0,0,0,Current,,877351,225,135,0,2025-02-26
480,42,225187,13,Married,Graduate,13,1,468737,12,238463,94389,5,7,672444,511057,0.76,1,2,1,1,0,DPD60,9.0,806006,159,7,1,2023-11-23
481,49,296442,14,Married,Graduate,13,2,1008082,36,410916,147051,1,3,465898,144428,0.31,1,1,0,0,0,Current,,513816,165,77,0,2025-03-12
482,34,374287,9,Married,Postgraduate,10,1,418591,48,686309,119429,2,9,1005049,381918,0.38,1,4,0,0,0,Current,,1128324,121,23,0,2023-12-30
483,48,433830,15,Single,Postgraduate,13,3,344750,120,479507,170937,2,9,1255438,464512,0.37,1,1,0,0,0,Current,,1404630,163,90,0,2023-05-25
484,25,251067,2,Single,Postgraduate,4,1,1110202,240,258907,70443,7,1,234053,74896,0.32,3,5,0,0,0,Current,,283079,50,18,0,2023-10-03
485,67,512590,40,Married,Postgraduate,30,2,1941848,180,316160,74006,4,7,870680,52240,0.06,1,1,0,0,0,Current,,1040663,360,71,0,2025-03-14
486,69,253658,29,Divorced,Graduate,27,0,489242,240,163641,48266,7,6,164884,13190,0.08,0,0,1,1,1,DPD90+,17.0,210571,334,66,1,2023-12-17
487,50,200107,26,Single,Graduate,23,0,554416,120,320822,89872,3,9,410581,164232,0.4,1,2,4,4,3,DPD90+,7.0,429716,285,53,1,2024-02-20
488,66,304250,29,Single,Graduate,30,1,337975,180,281615,14255,5,8,594357,243686,0.41,0,1,1,1,0,DPD60,31.0,767092,366,192,1,2023-06-14
489,25,333115,3,Married,Postgraduate,3,2,1226603,180,122878,101237,3,1,336551,87503,0.26,0,0,0,0,0,Current,,340227,43,14,0,2024-03-26
490,32,100000,5,Divorced,High School,9,4,81648,12,23433,19879,1,4,249475,62368,0.25,0,2,0,0,0,Current,,281579,114,25,0,2023-05-04
491,36,187603,3,Single,Graduate,3,0,732899,240,182386,38573,5,5,111280,7789,0.07,1,2,1,0,1,DPD90+,7.0,139218,39,33,1,2025-11-05
492,46,167294,13,Single,High School,17,3,495318,24,160043,74377,1,1,420839,54709,0.13,0,1,0,0,0,Current,,565383,211,176,0,2025-03-24
493,46,139899,19,Married,Graduate,20,2,245498,120,185260,60133,1,1,79268,29329,0.37,2,2,0,0,0,Current,,109836,249,39,0,2025-12-01
494,68,533113,40,Married,Postgraduate,30,2,2335879,60,516363,163902,1,9,1141966,262652,0.23,1,1,0,0,0,Current,,1162270,363,212,0,2023-03-10
495,41,348498,18,Single,Postgraduate,15,0,1720647,48,114926,52623,6,3,242876,97150,0.4,1,3,0,0,0,Current,,308147,191,108,1,2024-09-20
496,59,100000,33,Single,High School,30,4,164457,12,104021,24821,5,7,112806,37225,0.33,2,3,0,0,0,Current,,132797,364,133,0,2024-08-22
497,56,325996,20,Married,Postgraduate,17,3,1345746,12,592738,70408,5,4,751350,210378,0.28,0,0,0,0,0,Current,,1012409,211,113,0,2024-10-18
498,53,191191,25,Married,Graduate,23,4,741008,36,69002,36275,6,8,229622,27554,0.12,0,1,0,0,0,Current,,262203,277,149,0,2023-01-04
499,50,100000,23,Widowed,High School,24,3,386235,12,139502,6933,4,3,177793,40892,0.23,0,1,0,0,0,Current,,243907,297,77,0,2025-08-07
500,57,254717,32,Married,Graduate,30,0,1224567,180,307704,71497,6,2,710181,170443,0.24,0,0,0,0,0,Current,,924029,367,14,0,2025-01-09
501,43,100000,18,Single,Graduate,21,2,268977,36,150974,16487,2,9,62408,16850,0.27,0,2,0,0,0,Current,,87048,256,191,0,2025-07-21
502,30,100000,9,Married,High School,8,3,353375,24,34367,33718,3,7,252769,48026,0.19,0,0,4,0,1,DPD90+,1.0,377181,100,54,1,2025-09-22
503,25,251694,1,Married,Postgraduate,7,2,1058989,84,474727,43597,3,0,166918,55082,0.33,1,2,0,0,0,Current,,242747,90,80,0,2023-10-28
504,56,341431,27,Single,Graduate,23,1,907494,48,430505,77490,1,8,278944,156208,0.56,2,4,0,0,0,Current,,361691,279,173,0,2025-10-19
505,54,385789,15,Divorced,Postgraduate,18,1,1028683,48,656531,17411,5,3,307974,55435,0.18,3,3,1,0,0,DPD30,14.0,445601,218,178,0,2023-11-16
506,51,299570,27,Divorced,Graduate,29,0,579352,24,159036,148712,5,8,894293,617062,0.69,2,5,0,0,0,Current,,962746,353,169,0,2025-11-16
507,30,100000,2,Single,High School,6,0,401371,24,149185,26365,1,7,95046,37067,0.39,2,3,0,0,0,Current,,97091,77,1,0,2025-09-06
508,39,271996,8,Single,Graduate,9,0,975889,84,427852,8604,2,2,745787,111868,0.15,1,1,0,0,0,Current,,944588,117,2,0,2023-06-12
509,52,100000,14,Single,High School,19,1,253012,60,82499,27979,3,2,297733,41682,0.14,0,0,0,0,0,Current,,442784,239,72,0,2023-11-08
510,21,118247,0,Single,Graduate,8,3,282257,240,94444,51764,6,8,172576,94916,0.55,0,0,0,0,0,Current,,233817,101,13,0,2023-05-08
511,25,301501,4,Married,Postgraduate,7,4,249236,48,401811,117834,4,2,626404,43848,0.07,3,4,1,0,1,DPD90+,19.0,721975,90,19,1,2025-10-20
512,65,323174,31,Married,Graduate,30,0,171041,60,75023,115190,7,3,791042,174029,0.22,0,1,0,0,0,Current,,1055555,363,307,0,2025-09-27
513,24,131358,0,Widowed,Graduate,5,4,378314,12,194996,11420,2,8,194621,44762,0.23,0,1,0,0,0,Current,,198504,62,62,0,2025-10-24
514,36,100000,14,Single,High School,16,4,237871,24,13362,33571,5,3,90453,24422,0.27,3,3,2,0,1,DPD90+,27.0,111737,194,2,1,2024-02-02
515,44,100000,18,Married,High School,17,1,408216,36,42165,38782,7,2,158440,63376,0.4,1,2,0,0,0,Current,,177235,206,10,0,2025-02-27
516,36,100000,11,Divorced,High School,15,3,294194,60,134508,29476,1,6,242971,36445,0.15,0,0,0,0,0,Current,,248947,181,118,0,2025-04-26
517,22,100000,0,Married,Graduate,9,1,471517,60,24173,44851,3,5,245190,51489,0.21,2,3,0,0,0,Current,,275827,113,30,0,2024-12-03
518,69,137504,40,Single,High School,30,0,190117,48,267457,21031,7,0,148002,47360,0.32,2,4,0,0,0,Current,,201464,360,224,0,2024-04-29
519,48,232450,16,Single,Graduate,13,1,1151947,36,405246,31666,1,9,217901,69728,0.32,1,2,0,0,0,Current,,277953,161,65,0,2025-01-21
520,52,272033,22,Single,Graduate,18,1,500713,240,345832,118985,5,7,762073,365795,0.48,2,4,0,0,0,Current,,771002,223,109,0,2025-04-18
521,47,271313,16,Widowed,Graduate,17,1,919997,12,446896,86872,1,0,165500,16550,0.1,1,1,0,0,0,Current,,199405,209,44,0,2024-01-11
522,40,100000,15,Divorced,High School,13,0,275834,84,178078,2069,6,3,233684,88799,0.38,1,1,0,0,0,Current,,321569,157,42,0,2023-04-01
523,44,173274,16,Divorced,Graduate,16,0,367010,120,96336,32835,7,5,106746,25619,0.24,0,1,0,0,0,Current,,157696,198,3,0,2024-09-05
524,32,277754,9,Divorced,Postgraduate,8,1,312998,48,473946,119926,7,5,720702,245038,0.34,0,2,0,0,0,Current,,1035777,107,30,0,2023-06-25
525,55,339746,18,Married,Graduate,16,1,376015,36,146039,11250,3,6,938900,169002,0.18,1,1,0,0,0,Current,,939613,194,165,0,2023-09-23
526,53,241783,26,Divorced,Graduate,22,4,895026,180,206970,5212,1,4,300668,123273,0.41,4,5,0,0,0,Current,,333546,272,28,0,2023-12-16
527,53,100000,27,Widowed,High School,25,3,219938,240,113860,15500,3,4,68483,10957,0.16,1,3,2,2,1,DPD90+,31.0,75596,311,51,1,2024-09-02
528,63,432466,25,Married,Postgraduate,28,4,2087012,12,623653,198380,7,3,735932,279654,0.38,4,4,0,0,0,Current,,887936,346,213,0,2023-09-27
529,57,218059,29,Single,Graduate,25,3,428577,240,23719,98717,1,5,271735,100541,0.37,1,2,0,0,0,Current,,359472,307,125,0,2023-11-23
530,32,279856,7,Married,Graduate,14,3,1378530,120,172529,75282,1,6,431773,86354,0.2,1,1,1,1,1,DPD90+,2.0,464818,173,13,1,2024-04-20
531,23,333661,0,Single,Postgraduate,9,1,475268,12,412609,95278,3,9,721529,461778,0.64,3,5,0,0,0,Current,,1051873,108,40,0,2024-05-25
532,21,155375,0,Single,Graduate,2,4,149574,120,116044,27868,6,9,159191,58900,0.37,0,0,0,0,0,Current,,221046,25,8,0,2024-01-31
533,53,182684,26,Divorced,Graduate,21,3,348298,60,285224,25026,1,0,254365,40698,0.16,1,3,0,0,0,Current,,307696,263,158,0,2024-12-19
534,60,200284,35,Divorced,Graduate,30,3,898300,120,264519,82378,6,8,491978,147593,0.3,2,3,0,0,0,Current,,635633,367,294,0,2024-10-06
535,30,100000,2,Single,High School,3,0,284833,240,50708,7102,2,7,210940,33750,0.16,2,2,1,0,1,DPD90+,5.0,268083,41,41,1,2024-12-19
536,63,387000,20,Married,Postgraduate,24,3,429734,180,129475,98270,4,6,509171,183301,0.36,1,1,1,0,0,DPD30,21.0,657398,288,272,0,2024-11-18
537,64,217953,28,Divorced,Graduate,25,1,307585,84,278247,70728,2,8,470942,197795,0.42,0,0,0,0,0,Current,,673474,308,110,0,2023-07-16
538,49,214742,21,Married,Graduate,17,2,408154,24,199368,14981,4,2,518233,77734,0.15,1,2,2,0,1,DPD90+,21.0,570087,211,55,1,2025-09-14
539,33,100000,10,Married,High School,9,0,315575,180,37946,26941,2,9,198121,11887,0.06,4,5,0,0,0,Current,,265850,109,49,0,2025-04-16
540,32,100000,9,Married,High School,9,2,199570,48,68642,29721,4,3,109874,5493,0.05,1,1,0,0,0,Current,,115754,117,80,0,2023-09-17
541,51,212764,23,Divorced,Graduate,25,1,821639,180,136369,80083,1,6,106512,56451,0.53,0,0,3,1,1,DPD90+,11.0,130965,311,52,1,2025-01-10
542,66,377543,31,Divorced,Postgraduate,30,2,1235819,120,98484,50107,3,5,946546,283963,0.3,0,1,4,3,0,DPD60,22.0,1247471,364,305,1,2025-05-28
543,22,100000,0,Married,Graduate,2,3,443220,48,111647,16079,3,1,255658,76697,0.3,2,2,0,0,0,Current,,257256,26,16,0,2025-01-09
544,55,327778,20,Single,Graduate,20,2,902808,180,504487,96160,5,1,735537,161818,0.22,1,3,0,0,0,Current,,775280,240,74,0,2023-05-24
545,43,143894,20,Divorced,Graduate,18,4,286391,24,168666,70781,4,9,99495,15919,0.16,1,3,4,2,1,DPD90+,15.0,104035,222,82,1,2023-01-22
546,37,100000,9,Single,High School,8,1,498322,240,166126,12439,5,6,196305,13741,0.07,0,2,1,0,0,DPD30,29.0,233082,104,38,0,2024-06-20
547,46,259172,18,Married,Graduate,17,4,544351,84,77429,127832,6,8,661549,363851,0.55,1,2,0,0,0,Current,,867293,215,17,0,2025-12-13
548,28,100000,3,Single,High School,6,2,242871,120,89944,36288,6,8,147417,17690,0.12,2,3,0,0,0,Current,,220828,82,41,0,2025-10-23
549,49,493069,19,Married,Postgraduate,20,4,2041834,12,610596,205372,5,6,490604,166805,0.34,2,2,0,0,0,Current,,552930,246,54,0,2024-11-15
550,46,258103,11,Married,Graduate,13,0,231999,36,353137,16267,4,7,508222,177877,0.35,0,0,0,0,0,Current,,542770,158,40,0,2025-03-01
551,30,140574,7,Single,High School,12,2,314774,60,197757,23082,3,9,360680,75742,0.21,1,1,0,0,0,Current,,435478,149,31,0,2025-02-28
552,46,188936,17,Divorced,Graduate,21,4,167339,120,278016,9014,4,2,117551,16457,0.14,3,4,0,0,0,Current,,126130,254,90,0,2023-05-11
553,54,213963,28,Single,Graduate,30,3,241109,12,282492,42437,6,0,426295,140677,0.33,1,3,2,2,1,DPD90+,18.0,431526,363,154,1,2025-05-13
554,61,454652,26,Divorced,Postgraduate,27,2,236820,240,106272,223242,1,6,958376,172507,0.18,2,2,0,0,0,Current,,1228618,324,232,0,2025-08-06
555,27,155312,4,Divorced,Graduate,8,0,84326,60,218344,10954,5,7,311543,37385,0.12,2,2,0,0,0,Current,,448555,97,76,0,2025-04-09
556,24,263139,2,Single,Graduate,10,3,581878,36,385058,76294,5,1,559192,78286,0.14,1,3,3,2,1,DPD90+,35.0,799882,120,18,1,2025-12-28
557,65,155502,32,Married,High School,30,2,643970,120,309026,3563,6,8,323201,64640,0.2,2,2,2,0,0,DPD30,12.0,339488,369,291,0,2023-06-21
558,31,100000,8,Single,High School,15,3,314151,180,140205,36208,4,3,82600,5782,0.07,1,1,1,0,0,DPD30,7.0,88690,181,123,0,2024-08-04
559,49,100000,24,Married,High School,27,2,335711,36,138931,11465,5,9,108734,3262,0.03,1,1,0,0,0,Current,,135434,327,56,0,2025-11-18
560,56,253305,31,Married,Graduate,30,2,718530,120,266954,20821,3,8,518638,25931,0.05,0,2,0,0,0,Current,,613993,365,30,0,2024-09-11
561,45,369652,18,Single,Postgraduate,18,1,1548497,120,644100,67191,5,2,201176,54317,0.27,2,3,4,1,0,DPD60,12.0,271896,226,173,1,2024-07-22
562,41,231825,15,Married,Graduate,21,4,1034334,48,462219,90435,4,7,483786,14513,0.03,3,4,0,0,0,Current,,603508,263,75,0,2023-09-07
563,56,180641,20,Married,High School,25,2,781061,240,283450,12856,6,1,390810,15632,0.04,1,1,0,0,0,Current,,394741,307,52,0,2025-08-08
564,30,244746,3,Divorced,Graduate,11,0,1016820,12,304555,31895,3,2,268715,126296,0.47,1,1,0,0,0,Current,,306948,141,55,0,2024-05-17
565,57,376265,19,Single,Postgraduate,18,4,497500,12,76743,9054,3,0,750773,105108,0.14,2,3,0,0,0,Current,,1089180,224,138,0,2025-07-10
566,29,100000,6,Married,Graduate,7,1,317244,60,146714,48483,5,4,183522,47715,0.26,0,1,0,0,0,Current,,230458,93,54,0,2023-11-07
567,44,297952,13,Single,Postgraduate,16,4,929531,36,426576,90645,4,3,343159,150989,0.44,1,1,0,0,0,Current,,480070,198,34,0,2025-11-12
568,55,210791,21,Divorced,Graduate,22,4,606181,240,329330,77055,5,0,349372,55899,0.16,1,1,0,0,0,Current,,419647,267,191,0,2024-01-20
569,69,124996,29,Single,High School,29,2,332946,60,36609,41581,7,9,346746,149100,0.43,2,2,0,0,0,Current,,464113,354,159,0,2025-08-09
570,55,423303,18,Married,Postgraduate,19,0,381509,120,560782,37798,1,8,663107,179038,0.27,3,4,0,0,0,Current,,719140,228,192,0,2024-07-04
571,68,245941,32,Single,Graduate,30,2,236038,12,154121,75152,6,5,510231,173478,0.34,4,6,0,0,0,Current,,698132,370,178,0,2023-01-06
572,56,274823,30,Married,Graduate,26,0,1253266,24,421174,22832,7,5,161699,80849,0.5,2,3,3,3,1,DPD90+,21.0,225293,323,37,1,2024-02-17
573,38,225722,14,Divorced,Graduate,18,0,752972,48,117088,47987,1,1,156763,29784,0.19,0,0,0,0,0,Current,,163828,225,224,0,2025-09-29
574,69,455600,38,Married,Postgraduate,30,3,765602,240,630440,133537,3,6,320409,118551,0.37,0,1,2,0,1,DPD90+,14.0,349776,370,160,1,2025-03-12
575,59,199282,33,Married,Graduate,29,2,350108,60,124598,57445,5,8,487364,9747,0.02,2,2,0,0,0,Current,,600161,358,209,0,2025-08-17
576,52,274069,16,Married,Graduate,20,1,889594,60,18510,21145,1,5,377020,15080,0.04,3,3,0,0,0,Current,,497183,245,226,0,2023-11-16
577,44,346876,18,Divorced,Graduate,18,4,808639,240,445752,12671,2,7,370820,133495,0.36,2,2,0,0,0,Current,,489017,216,35,0,2024-09-04
578,43,233753,15,Married,Graduate,16,3,581100,180,63317,94238,1,4,553599,110719,0.2,1,1,1,1,0,DPD60,32.0,738557,199,185,1,2025-07-06
579,52,100000,16,Divorced,Graduate,20,1,77292,24,133561,36844,5,1,92490,25897,0.28,2,2,0,0,0,Current,,125528,243,231,0,2024-09-04
580,57,485452,27,Married,Postgraduate,22,2,545806,120,900483,28774,5,3,541876,65025,0.12,1,2,1,1,1,DPD90+,12.0,678907,271,226,1,2025-11-04
581,32,293835,7,Married,Postgraduate,14,0,667028,12,570048,23847,6,0,463474,162215,0.35,1,1,0,0,0,Current,,596689,175,8,0,2025-11-04
582,69,582942,40,Single,Postgraduate,30,2,2126915,240,297329,261414,1,0,774493,402736,0.52,1,1,0,0,0,Current,,777748,361,23,0,2023-11-14
583,33,100000,7,Married,High School,7,2,71611,36,162804,38918,5,5,196348,47123,0.24,3,4,0,0,0,Current,,212703,89,86,0,2024-07-07
584,43,117917,19,Single,Graduate,21,3,236483,24,87191,58741,5,1,158551,44394,0.28,0,0,0,0,0,Current,,198074,261,223,0,2024-10-28
585,45,251118,17,Divorced,Postgraduate,21,1,911011,48,453491,35637,7,5,372252,104230,0.28,1,2,0,0,0,Current,,511026,255,93,0,2023-04-20
586,55,347384,21,Married,Graduate,21,3,1411847,48,550813,88286,6,0,923074,119999,0.13,2,3,0,0,0,Current,,1296422,254,166,0,2025-06-10
587,61,489354,34,Widowed,Postgraduate,30,1,663560,36,95006,65329,7,9,1326799,278627,0.21,1,1,0,0,0,Current,,1810379,368,275,0,2023-07-08
588,50,523561,16,Single,Postgraduate,20,3,1985182,24,441842,166986,6,2,1345173,94162,0.07,4,4,0,0,0,Current,,1672320,251,182,0,2024-03-01
589,37,201655,13,Single,Graduate,16,4,967813,60,142725,15204,6,8,536821,338197,0.63,3,4,0,0,0,Current,,612318,201,45,0,2024-05-27
590,69,293608,24,Divorced,Graduate,28,0,1344916,48,464224,23804,7,1,564996,209048,0.37,2,2,0,0,0,Current,,690627,347,36,0,2023-09-17
591,40,100000,11,Married,High School,17,0,405219,60,85005,5450,6,7,211558,74045,0.35,1,2,0,0,0,Current,,212541,212,177,1,2024-08-30
592,68,254502,35,Married,Graduate,30,0,943049,180,352471,89819,2,5,481755,134891,0.28,2,3,0,0,0,Current,,625789,361,188,0,2023-11-26
