age,marital_status,education_level,outstanding_loans,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_current_balance,debt_to_income,balance_to_income,savings_to_loan,monthly_installment_proxy,installment_to_income,inquiry_acceleration,utilization_per_open_account,total_accounts,closed_account_ratio,account_maturity,trade_gap,woe_age,woe_savings_account_balance,woe_checking_account_balance,woe_total_current_balance,woe_credit_utilization_ratio,woe_max_credit_exposure,woe_newest_trade_open_months,woe_log_income_inr,woe_log_savings_account_balance,woe_log_checking_account_balance,woe_log_total_current_balance,woe_balance_to_income,woe_savings_to_loan,woe_monthly_installment_proxy,woe_utilization_per_open_account,woe_total_accounts,woe_account_maturity
61,1,1,2,48,410382,105997,4,6,29771,0.1,1,4,355821,233,0,2025-01,12.42130901733527,12.495625467039249,12.92484614897879,11.571175504991674,10.301323633479802,1.0771,0.12,1.5361,5565.94,0.2693,0.25,0.025,10,0.6,1.0382,66,0.24463959574245342,0.09452117944313351,0.20243924125207707,0.5337751568222175,0.047138475041581425,0.13667829838457002,0.08684592463669417,0.4006438442190346,0.09452117944313351,0.20243924125207707,0.5337751568222175,0.10153875210178005,0.13667829838457002,-0.07137808057819994,0.4613287960406158,0.4238214325317402,-0.05688507327563318
57,0,2,0,84,238240,63087,5,6,168512,0.18,2,3,1205497,186,1,2024-02,12.984596743077434,13.752930650822767,12.38103804535698,11.052285856117408,12.034768177133854,2.1562,0.3868,0.2536,11182.58,0.308,0.6667,0.036,11,0.5455,1.0333,124,0.2138679370756996,-0.10280167224933352,0.060055038031926807,-0.06410532124912015,0.19095109062894794,0.3655525244077644,0.08684592463669417,0.03338679094976551,-0.10280167224933352,0.060055038031926807,-0.06410532124912015,-0.032192460685261624,-0.13371227695715018,-0.16413677366936694,-0.11173337023837479,-0.11085540705643004,-0.05688507327563318
44,1,1,1,120,141495,18205,7,3,44677,0.13,3,5,438457,89,1,2023-12,11.984109647089117,12.957644382477634,11.86002672711463,9.809506489065232,10.707236489423869,2.6473,0.2789,0.3337,3533.87,0.2647,0.6,0.0186,10,0.3,1.0231,132,-0.15385684304961764,0.1656658352578223,0.09452117944313351,0.03338679094976551,0.319455699638265,0.02626932318090149,-0.17917465103390748,-0.07137808057819994,0.1656658352578223,0.09452117944313351,0.03338679094976551,0.09452117944313351,0.03338679094976551,-0.12633216965952757,-0.028514376146417678,0.4238214325317402,0.1970608187593185
49,1,1,4,12,424314,40072,5,8,185863,0.35,0,0,686410,131,0,2023-02,12.366114509633046,13.260630289735312,12.958231382910576,10.598458069806934,12.132770502455124,2.4462,0.7919,0.739,47845.0,2.4462,0.0,0.07,13,0.6154,1.0513,33,-0.0036098767028325345,0.09452117944313351,-0.13371227695715018,-0.2527372182109241,0.1456864246596277,0.28543812957695164,0.21932178775816352,0.4006438442190346,0.09452117944313351,-0.13371227695715018,-0.2527372182109241,-0.07137808057819994,-0.06410532124912015,-0.06410532124912015,0.21973305652809796,-0.04724710799135949,0.13032646881251334
69,1,1,3,180,296018,74970,5,1,47126,0.05,1,2,975292,86,1,2023-09,12.664019508193917,13.989896544577684,12.598178920435348,11.22485665107695,10.76060136416805,3.7655,0.1491,0.2486,6613.97,0.251,0.5,0.01,6,0.1667,1.0306,285,0.20219290549519628,0.20243924125207707,0.060055038031926807,0.03338679094976551,0.047138475041581425,-0.10280167224933352,0.04576908078445017,0.3655525244077644,0.20243924125207707,0.060055038031926807,0.03338679094976551,0.5337751568222175,-0.13371227695715018,-0.0954756321572604,-0.028514376146417678,0.03898135876926322,-0.05688507327563318
51,2,0,2,240,42650,46408,1,2,88247,0.45,2,3,202624,110,0,2024-06,11.67762601300678,12.281481556809796,10.660805999303808,10.745248684922707,11.387906311649218,1.8292,0.7485,0.1978,898.6,0.0915,0.6667,0.45,3,0.6667,1.0278,223,0.04396890028030229,-0.2451326188257049,0.13667829838457002,0.060055038031926807,-0.3222754946745808,0.060055038031926807,-0.17917465103390748,-0.1567017951818489,-0.2451326188257049,0.13667829838457002,0.060055038031926807,-0.40389176679554784,0.2093121205398391,0.13667829838457002,-0.31757697389302675,-0.10039377318079315,-0.05688507327563318
55,2,2,3,48,356215,157019,5,6,165620,0.18,0,1,1141017,120,0,2024-05,12.811366276390766,12.50029702037492,12.783292567413952,11.964128464752246,12.017457324487587,0.7327,0.4521,1.3271,5592.0,0.1832,0.0,0.036,11,0.5455,1.0,240,0.04396890028030229,0.2093121205398391,0.2093121205398391,-0.06410532124912015,0.19095109062894794,0.3655525244077644,0.21932178775816352,-0.006874652700971691,0.2093121205398391,0.2093121205398391,-0.06410532124912015,0.20243924125207707,0.13667829838457002,-0.07137808057819994,-0.11173337023837479,-0.11085540705643004,0.03338679094976551
53,1,2,2,120,719600,70470,2,8,364371,0.4,1,3,1321801,88,0,2024-01,13.05648422468836,14.431254959836425,13.486452170718472,11.162956556656033,12.805930602776842,3.9542,0.7784,0.3888,15425.27,0.3954,0.3333,0.2,10,0.8,1.0096,227,0.04396890028030229,-0.032192460685261624,0.060055038031926807,-0.032192460685261624,0.0018232788295387806,0.3655525244077644,-0.17917465103390748,0.03338679094976551,-0.032192460685261624,0.060055038031926807,-0.032192460685261624,-0.07137808057819994,-0.3097948334509717,0.24690974427699258,-0.17917465103390734,0.4238214325317402,-0.29695768669029093
41,1,1,4,84,642903,98265,5,1,19118,0.1,0,3,228389,56,1,2025-07,12.683334246857978,13.418758877445873,13.373750691917856,11.49543336634568,9.858437883982404,2.0864,0.0593,0.956,8005.95,0.2981,0.0,0.02,6,0.1667,1.075,73,0.1160546270532565,-0.032192460685261624,0.20243924125207707,-0.032192460685261624,0.047138475041581425,-0.2160792079693583,-0.17179454373628492,0.3655525244077644,-0.032192460685261624,0.20243924125207707,-0.032192460685261624,0.10153875210178005,0.02626932318090149,0.09452117944313351,-0.028514376146417678,0.03898135876926322,0.06792214130279518
52,1,2,0,240,475378,46762,6,5,406582,0.52,0,1,1087783,155,0,2023-03,12.611004278032194,14.11591436490475,13.071867659604836,10.752847570927493,12.915543369169509,4.5038,1.356,0.352,5626.68,0.2252,0.0,0.0867,11,0.4545,1.0144,198,0.04396890028030229,0.09452117944313351,0.13667829838457002,-0.032192460685261624,-0.6759895377302999,0.3655525244077644,-0.05261192772547818,0.3655525244077644,0.09452117944313351,0.13667829838457002,-0.032192460685261624,-0.2814535001543256,0.03338679094976551,-0.0954756321572604,-0.028892447984569334,-0.11085540705643004,-0.29695768669029093
53,1,1,4,120,379457,87655,2,4,74633,0.32,0,0,333084,144,0,2023-08,12.435536183589202,13.751797296206488,12.846499197756472,11.381175342085228,11.22035144643802,3.7295,0.2967,0.4044,7818.94,0.3729,0.0,0.16,6,0.6667,1.0052,49,0.04396890028030229,0.2093121205398391,0.00029383677764087667,-0.1567017951818489,-0.0048212638891296485,-0.006874652700971691,-0.05261192772547818,0.4006438442190346,0.2093121205398391,0.00029383677764087667,-0.1567017951818489,0.09452117944313351,-0.3097948334509717,0.09452117944313351,-0.17917465103390734,0.03898135876926322,0.21973305652809796
23,0,0,4,60,179609,8863,7,8,18879,0.25,1,1,91359,38,0,2023-07,11.51293546492023,13.066438320314216,12.098543112587508,9.089753408987065,9.84585843969949,4.728,0.1888,0.3799,7880.07,0.9456,1.0,0.0357,15,0.5333,1.0667,26,-0.15385684304961764,-0.0954756321572604,-0.18660962952142554,-0.032192460685261624,0.24203881404239616,-0.3020727873570614,-0.11463612989633624,-0.2633193275414611,-0.0954756321572604,-0.18660962952142554,-0.032192460685261624,0.5337751568222175,-0.3097948334509717,0.09452117944313351,-0.11173337023837479,-0.05556069506673067,0.06792214130279518
38,1,1,3,120,63166,108203,1,2,28704,0.13,3,3,260017,105,0,2024-03,12.669130332474282,13.901742381180805,11.05353729186744,11.591773613287907,10.264826602601737,3.4302,0.0903,0.0579,9083.82,0.343,1.0,0.13,3,0.6667,1.0333,81,0.1160546270532565,-0.10280167224933352,0.20243924125207707,0.5337751568222175,0.319455699638265,-0.2160792079693583,-0.17917465103390748,0.3655525244077644,-0.10280167224933352,0.20243924125207707,0.5337751568222175,0.10153875210178005,-0.08820287282818068,0.09452117944313351,-0.3311908583325333,-0.10039377318079315,-0.05688507327563318
62,0,0,1,240,172459,85689,6,4,52105,0.39,1,4,167855,83,0,2023-04,12.252731969643008,13.368949980445006,12.057920604506316,11.358491411663165,10.861035384258484,3.0533,0.2486,0.2695,2665.93,0.1527,0.25,0.065,10,0.4,1.0083,280,0.24463959574245342,-0.0954756321572604,0.00029383677764087667,-0.13371227695715018,0.0018232788295387806,0.060055038031926807,0.04576908078445017,0.17258627810239593,-0.0954756321572604,0.00029383677764087667,-0.13371227695715018,0.03338679094976551,-0.13371227695715018,-0.16413677366936694,0.21973305652809796,0.4238214325317402,0.21973305652809796
51,1,0,0,12,184714,8698,7,0,27303,0.17,3,5,187697,184,0,2025-06,11.51293546492023,12.593207441953409,12.126569375667229,9.07096335550754,10.214788490586542,2.9455,0.273,0.6271,24545.83,2.9455,0.6,0.0243,7,0.0,1.026,13,0.04396890028030229,-0.0954756321572604,-0.18660962952142554,0.5337751568222175,0.19095109062894794,0.060055038031926807,-0.05261192772547818,-0.2633193275414611,-0.0954756321572604,-0.18660962952142554,0.5337751568222175,0.09452117944313351,-0.06410532124912015,0.2786584425915728,0.4613287960406158,0.03898135876926322,-0.05688507327563318
23,1,2,4,60,70739,141733,5,7,24307,0.06,3,5,416899,15,0,2025-01,12.787871977629797,13.929442632623877,11.166766462759472,11.86170734043962,10.098560793255244,3.1317,0.0679,0.0631,18677.92,0.6263,0.6,0.012,12,0.5833,1.4167,2,-0.15385684304961764,-0.10280167224933352,0.2093121205398391,0.5337751568222175,0.047138475041581425,0.13667829838457002,0.11542786426244736,-0.006874652700971691,-0.10280167224933352,0.2093121205398391,0.5337751568222175,0.10153875210178005,-0.08820287282818068,0.24690974427699258,-0.028514376146417678,-0.03459342222280001,-0.3566300181766892
60,1,0,3,180,144472,49965,2,6,20408,0.25,2,6,88435,223,0,2024-03,11.51293546492023,11.661940120834904,11.880847917864688,10.81909805310542,9.92373125901317,1.1607,0.2041,1.2447,644.82,0.0774,0.3333,0.125,8,0.75,1.0083,140,0.24463959574245342,0.1656658352578223,0.13667829838457002,-0.032192460685261624,0.24203881404239616,-0.3020727873570614,0.08684592463669417,-0.2633193275414611,0.1656658352578223,0.13667829838457002,-0.032192460685261624,0.03338679094976551,0.13667829838457002,0.13667829838457002,-0.3311908583325333,0.1150648219640327,0.21973305652809796
66,1,1,4,12,362399,104599,6,1,94327,0.18,1,5,726404,88,0,2025-08,12.405366029297516,13.698250635460344,12.80050385315096,11.55789883061296,11.45453334925651,3.6433,0.3864,0.4075,74112.74,3.6433,0.2,0.03,7,0.1429,1.0089,251,0.20219290549519628,0.2093121205398391,0.20243924125207707,0.060055038031926807,0.19095109062894794,0.28543812957695164,-0.17917465103390748,0.4006438442190346,0.2093121205398391,0.20243924125207707,0.060055038031926807,-0.032192460685261624,-0.3097948334509717,-0.06410532124912015,0.4613287960406158,0.03898135876926322,0.21973305652809796
44,2,2,0,120,712044,136007,2,8,136947,0.36,2,2,555536,53,0,2023-02,12.78576833324258,12.927868019678666,13.475896390644126,11.820468986517565,11.827356570714562,1.1527,0.3835,1.7298,3430.2,0.1153,1.0,0.18,10,0.8,1.0417,147,-0.15385684304961764,-0.032192460685261624,0.2093121205398391,0.1656658352578223,0.1456864246596277,-0.13371227695715018,-0.17179454373628492,-0.006874652700971691,-0.032192460685261624,0.2093121205398391,0.1656658352578223,-0.032192460685261624,0.13667829838457002,-0.12633216965952757,-0.17917465103390734,0.4238214325317402,0.13032646881251334
52,1,2,2,24,481084,104907,5,4,56090,0.33,0,1,184320,147,0,2024-01,12.646019692412397,12.076464973607129,13.083799248652326,11.560839054584228,10.934730650833384,0.5658,0.1806,2.7383,7320.29,0.2829,0.0,0.066,9,0.4444,1.0556,43,0.04396890028030229,0.09452117944313351,0.20243924125207707,-0.13371227695715018,0.1456864246596277,0.060055038031926807,-0.05261192772547818,0.3655525244077644,0.09452117944313351,0.20243924125207707,-0.13371227695715018,0.5337751568222175,0.13667829838457002,-0.0954756321572604,0.21973305652809796,-0.20270514844410162,0.06792214130279518
67,1,1,0,120,252789,70644,7,6,54007,0.11,2,3,630764,4,0,2025-05,12.668447247611418,13.86584904666992,12.440314383510415,11.165422614199908,10.896887462721706,3.3115,0.1701,0.2404,8763.55,0.3312,0.6667,0.0157,13,0.4615,1.0,356,0.20219290549519628,0.20243924125207707,0.060055038031926807,-0.13371227695715018,0.319455699638265,0.28543812957695164,-0.36893118631538024,0.3655525244077644,0.20243924125207707,0.060055038031926807,-0.13371227695715018,0.5337751568222175,0.2093121205398391,0.09452117944313351,-0.028514376146417678,-0.04724710799135949,0.03338679094976551
42,0,2,4,120,429013,139895,5,3,183025,0.38,1,1,489876,29,0,2024-10,12.841174842893086,12.86694970153392,12.96924483141031,11.848654568393496,12.11738349823438,1.0261,0.4849,1.1077,3227.47,0.1026,1.0,0.076,8,0.375,1.037,83,-0.15385684304961764,0.09452117944313351,0.2093121205398391,-0.06410532124912015,0.0018232788295387806,0.02626932318090149,-0.11463612989633624,-0.006874652700971691,0.09452117944313351,0.2093121205398391,-0.06410532124912015,0.20243924125207707,0.02626932318090149,-0.12633216965952757,-0.028892447984569334,0.1150648219640327,-0.05688507327563318
43,0,0,4,240,76477,36760,4,0,47970,0.37,0,0,148505,173,0,2024-06,11.51293546492023,12.89090031472767,11.244758396755737,10.51219277958166,10.778351940641135,3.9668,0.4797,0.1928,1652.85,0.1983,0.0,0.0925,4,0.0,1.0521,29,-0.15385684304961764,-0.10280167224933352,-0.13371227695715018,0.03338679094976551,0.0018232788295387806,-0.3020727873570614,-0.05261192772547818,-0.2633193275414611,-0.10280167224933352,-0.13371227695715018,0.03338679094976551,0.20243924125207707,0.2093121205398391,0.13667829838457002,0.09490176936209485,-0.10039377318079315,0.13032646881251334
22,0,0,1,84,43223,32311,4,7,69366,0.43,2,4,197515,41,0,2023-10,11.51293546492023,12.993813840418248,10.6741511755239,10.383193957243249,11.147166529084098,4.3968,0.6937,0.0983,5234.33,0.6281,0.5,0.1075,11,0.6364,1.2222,3,-0.15385684304961764,-0.2451326188257049,-0.13371227695715018,-0.1567017951818489,-0.3222754946745808,0.060055038031926807,-0.11463612989633624,-0.2633193275414611,-0.2451326188257049,-0.13371227695715018,-0.1567017951818489,-0.40389176679554784,-0.08820287282818068,-0.07137808057819994,0.09490176936209485,-0.11085540705643004,-0.3566300181766892
62,1,1,3,120,122747,59834,3,2,202341,0.39,1,2,530267,244,0,2025-04,12.445790087965417,13.695729903395144,11.717888752245008,10.999346053007615,12.2177146140641,3.4901,0.7961,0.1384,7392.62,0.349,0.5,0.13,5,0.4,1.0278,52,0.24463959574245342,0.1656658352578223,-0.33777968121054613,-0.2527372182109241,0.0018232788295387806,-0.13371227695715018,0.6365748516183702,0.4006438442190346,0.1656658352578223,-0.33777968121054613,-0.2527372182109241,-0.07137808057819994,0.019100833702288912,-0.0954756321572604,-0.3311908583325333,-0.04912152278570968,-0.05688507327563318
22,0,1,1,120,206832,14439,6,5,257231,0.49,0,1,730020,45,1,2023-06,12.126174094132288,13.107899274793509,12.239666983353844,9.577757412446818,12.45773368040274,2.6691,1.3931,0.4197,4106.82,0.2669,0.0,0.0817,11,0.4545,1.0167,16,-0.15385684304961764,-0.10280167224933352,0.09452117944313351,-0.2527372182109241,-0.3222754946745808,0.28543812957695164,-0.11463612989633624,-0.07137808057819994,-0.10280167224933352,0.09452117944313351,-0.2527372182109241,-0.2814535001543256,-0.3097948334509717,-0.12633216965952757,-0.028892447984569334,-0.11085540705643004,0.13260497299693397
46,1,1,4,48,446220,70813,4,7,237945,0.54,0,1,485287,201,1,2024-12,12.411378038714505,13.146271291955806,13.008569623969906,11.167812000246808,12.379799036153708,2.0853,0.9689,0.8714,10668.69,0.5213,0.0,0.135,11,0.6364,1.0263,33,-0.15385684304961764,0.09452117944313351,0.060055038031926807,-0.2527372182109241,-0.6759895377302999,0.02626932318090149,0.08684592463669417,0.4006438442190346,0.09452117944313351,0.060055038031926807,-0.2527372182109241,-0.07137808057819994,0.02626932318090149,-0.16413677366936694,-0.3311908583325333,-0.11085540705643004,-0.05688507327563318
37,0,0,0,24,182981,14722,5,7,52124,0.31,0,0,231996,52,0,2025-06,11.51293546492023,12.509567779887934,12.117143066330094,9.597166175865407,10.861399959101105,2.7092,0.5212,0.6754,11288.17,1.3546,0.0,0.062,12,0.5833,1.0375,197,0.1160546270532565,-0.0954756321572604,0.09452117944313351,-0.13371227695715018,-0.0048212638891296485,-0.2160792079693583,-0.17179454373628492,-0.2633193275414611,-0.0954756321572604,0.09452117944313351,-0.13371227695715018,-0.006874652700971691,-0.06410532124912015,-0.16413677366936694,0.21973305652809796,-0.03459342222280001,-0.05688507327563318
60,0,0,4,240,22507,29361,2,1,51929,0.35,0,0,194769,243,0,2024-06,11.874480481958903,12.179446289462463,10.021626080553167,10.287456600299404,10.857651936838364,1.3566,0.3617,0.1156,811.43,0.0678,0.0,0.175,3,0.3333,1.0292,4,0.24463959574245342,-0.2451326188257049,0.03338679094976551,-0.13371227695715018,0.1456864246596277,0.060055038031926807,0.6365748516183702,-0.1567017951818489,-0.2451326188257049,0.03338679094976551,-0.13371227695715018,-0.032192460685261624,0.019100833702288912,0.13667829838457002,-0.17917465103390734,-0.10039377318079315,-0.05688507327563318
53,2,1,0,180,70885,9767,6,8,148077,0.18,2,2,962330,240,0,2023-02,12.749649059099312,13.476181444353404,11.168828231809211,9.18686701579054,11.905494440943311,2.0679,0.4299,0.0995,3956.93,0.1379,1.0,0.03,14,0.5714,1.0,0,0.04396890028030229,-0.10280167224933352,-0.18660962952142554,-0.06410532124912015,0.19095109062894794,-0.10280167224933352,0.6365748516183702,-0.006874652700971691,-0.10280167224933352,-0.18660962952142554,-0.06410532124912015,0.20243924125207707,-0.08820287282818068,-0.12633216965952757,0.4613287960406158,-0.05556069506673067,0.03338679094976551
29,1,2,0,60,158087,61003,7,3,25508,0.1,2,3,347395,18,0,2024-01,12.609602549003828,13.926191992392583,11.970907118988638,11.018694714776077,10.146786610053905,3.7307,0.0852,0.1415,18617.3,0.7461,0.6667,0.0143,10,0.3,1.0208,31,-0.29695768669029093,-0.0954756321572604,-0.33777968121054613,0.5337751568222175,0.047138475041581425,0.13667829838457002,0.11542786426244736,0.3655525244077644,-0.0954756321572604,-0.33777968121054613,0.5337751568222175,0.10153875210178005,0.019100833702288912,0.24690974427699258,-0.028514376146417678,0.4238214325317402,0.13260497299693397
63,0,1,4,60,102606,76523,4,3,116600,0.36,1,1,362161,211,0,2024-03,12.141299430187406,12.53226003106685,11.538661435512369,11.245359696103272,11.666513129191085,1.4784,0.622,0.3702,4618.9,0.2957,1.0,0.09,7,0.4286,1.0,149,0.24463959574245342,-0.032192460685261624,0.060055038031926807,0.1656658352578223,0.1456864246596277,0.13667829838457002,0.08684592463669417,-0.07137808057819994,-0.032192460685261624,0.060055038031926807,0.1656658352578223,-0.006874652700971691,0.03338679094976551,-0.07137808057819994,0.09490176936209485,0.03898135876926322,0.03338679094976551
68,1,1,0,12,59258,70723,7,1,137070,0.35,0,2,434656,145,0,2024-08,12.437692174045416,12.961412629431615,10.98967294619611,11.16654025679798,11.82825431874124,1.6883,0.5437,0.1392,35472.16,1.6883,0.0,0.05,8,0.125,1.0222,223,0.20219290549519628,-0.10280167224933352,0.060055038031926807,0.1656658352578223,0.1456864246596277,0.02626932318090149,-0.05261192772547818,0.4006438442190346,-0.10280167224933352,0.060055038031926807,0.1656658352578223,-0.006874652700971691,0.019100833702288912,-0.06410532124912015,0.3983423472307553,0.1150648219640327,0.1970608187593185
59,1,1,2,240,252293,7718,3,0,214531,0.32,1,3,691107,44,0,2025-05,12.652158127834582,14.00592097818182,12.43835035313353,8.951440100949855,12.276214190372544,3.872,0.6866,0.2086,5040.6,0.1936,0.3333,0.1067,3,0.0,1.0417,181,0.2138679370756996,0.20243924125207707,-0.18660962952142554,-0.2527372182109241,-0.0048212638891296485,0.28543812957695164,-0.11463612989633624,0.3655525244077644,0.20243924125207707,-0.18660962952142554,-0.2527372182109241,-0.40389176679554784,0.2093121205398391,-0.07137808057819994,0.09490176936209485,-0.10039377318079315,0.13032646881251334
49,1,0,1,180,119606,24552,6,9,136908,0.49,1,1,334318,107,0,2023-08,11.51293546492023,11.77549740018035,11.69196664721404,10.108589325349572,11.82707175053276,1.3003,1.3691,0.9199,722.37,0.0867,1.0,0.0817,15,0.6,1.0397,155,-0.0036098767028325345,-0.032192460685261624,0.03338679094976551,0.1656658352578223,-0.3222754946745808,-0.006874652700971691,-0.17917465103390748,-0.2633193275414611,-0.032192460685261624,0.03338679094976551,0.1656658352578223,-0.2814535001543256,0.02626932318090149,0.13667829838457002,-0.028892447984569334,-0.05556069506673067,0.13032646881251334
62,0,0,4,60,117741,15989,6,6,17198,0.06,2,2,300651,152,0,2024-09,11.51293546492023,11.986983364544004,11.676251069018583,9.679718805828,9.752606521576492,1.6065,0.172,0.7329,2677.48,0.3213,1.0,0.01,12,0.5,1.0111,212,0.24463959574245342,-0.032192460685261624,0.09452117944313351,-0.032192460685261624,0.047138475041581425,-0.006874652700971691,-0.05261192772547818,-0.2633193275414611,-0.032192460685261624,0.09452117944313351,-0.032192460685261624,0.5337751568222175,-0.06410532124912015,-0.16413677366936694,-0.028514376146417678,-0.03459342222280001,-0.29695768669029093
46,1,2,2,84,347787,78109,1,9,112389,0.39,2,2,348624,113,1,2024-09,12.655270707203227,12.108757457038632,12.759348377719398,11.265873368604344,11.629730244512311,0.579,0.3586,1.9167,2160.15,0.0827,1.0,0.39,10,0.9,1.0179,58,-0.15385684304961764,0.2093121205398391,0.00029383677764087667,0.1656658352578223,0.0018232788295387806,0.13667829838457002,-0.17917465103390748,0.3655525244077644,0.2093121205398391,0.00029383677764087667,0.1656658352578223,-0.032192460685261624,0.13667829838457002,-0.16413677366936694,-0.31757697389302675,0.4238214325317402,0.13260497299693397
55,0,1,0,180,190586,57479,2,2,34071,0.11,1,3,311255,223,1,2023-10,12.499779035288018,13.818923726471908,12.157864062209809,10.959192340192962,10.43623121160305,3.7402,0.127,0.1899,5574.54,0.2493,0.3333,0.055,4,0.5,1.0208,120,0.04396890028030229,-0.0954756321572604,-0.33777968121054613,0.5337751568222175,0.319455699638265,-0.006874652700971691,0.08684592463669417,-0.07137808057819994,-0.0954756321572604,-0.33777968121054613,0.5337751568222175,0.5337751568222175,0.2093121205398391,-0.07137808057819994,0.3983423472307553,-0.10039377318079315,0.13260497299693397
45,2,0,0,84,162273,53123,3,3,106367,0.37,1,1,309772,155,1,2025-06,11.64106359003803,12.829070929520723,11.997041543504004,10.88038408252014,11.574660058775065,3.2806,0.9358,0.4352,4439.3,0.4687,1.0,0.1233,6,0.5,1.0119,15,-0.15385684304961764,-0.0954756321572604,-0.33777968121054613,0.060055038031926807,0.0018232788295387806,-0.006874652700971691,-0.05261192772547818,-0.1567017951818489,-0.0954756321572604,-0.33777968121054613,0.060055038031926807,-0.07137808057819994,-0.3097948334509717,-0.07137808057819994,-0.3311908583325333,0.03898135876926322,-0.29695768669029093
44,1,1,1,48,399379,9557,3,8,25895,0.06,0,1,632804,175,0,2024-04,12.389863955041587,13.677641772436298,12.897668623597385,9.165133779138104,10.16184379560608,3.6247,0.1077,0.4584,18150.25,0.9062,0.0,0.02,11,0.7273,1.0417,0,-0.15385684304961764,0.09452117944313351,-0.18660962952142554,0.5337751568222175,0.047138475041581425,0.28543812957695164,-0.05261192772547818,0.4006438442190346,0.09452117944313351,-0.18660962952142554,0.5337751568222175,0.10153875210178005,-0.3097948334509717,0.24690974427699258,-0.028514376146417678,-0.11085540705643004,0.13032646881251334
27,0,1,2,120,38979,77042,3,0,290617,0.71,2,4,457654,27,0,2024-11,12.09959483926893,13.378632179150369,10.570803973061553,11.252118986523802,12.57976496901218,3.5932,1.6164,0.0603,5383.74,0.3593,0.5,0.2367,3,0.0,1.1389,14,-0.29695768669029093,-0.2451326188257049,0.060055038031926807,-0.032192460685261624,-0.6759895377302999,0.02626932318090149,0.11542786426244736,-0.07137808057819994,-0.2451326188257049,0.060055038031926807,-0.032192460685261624,-0.2814535001543256,-0.08820287282818068,-0.07137808057819994,-0.17917465103390734,-0.10039377318079315,-0.3566300181766892
40,3,0,3,12,96134,27502,1,4,88196,0.45,0,2,213331,140,0,2023-08,11.51293546492023,12.417232680469631,11.473508732606437,10.222050368613774,11.387328227810965,2.4702,0.882,0.3892,20585.08,2.4702,0.0,0.45,5,0.8,1.0333,46,0.1160546270532565,-0.032192460685261624,0.03338679094976551,0.060055038031926807,-0.3222754946745808,0.060055038031926807,0.21932178775816352,-0.2633193275414611,-0.032192460685261624,0.03338679094976551,0.060055038031926807,-0.07137808057819994,-0.3097948334509717,0.2786584425915728,-0.31757697389302675,-0.04912152278570968,-0.05688507327563318
28,0,1,4,240,140561,38308,2,6,46585,0.17,0,1,399224,57,0,2023-06,11.902024035658094,12.902581668759144,11.85340395155884,10.5534401345088,10.7490553457913,2.7198,0.3157,0.3502,1672.27,0.136,0.0,0.085,8,0.75,1.0476,31,-0.29695768669029093,0.1656658352578223,-0.13371227695715018,0.03338679094976551,0.19095109062894794,0.13667829838457002,-0.17179454373628492,-0.1567017951818489,0.1656658352578223,-0.13371227695715018,0.03338679094976551,0.09452117944313351,0.03338679094976551,-0.16413677366936694,-0.028892447984569334,0.1150648219640327,0.13032646881251334
36,1,1,1,180,307011,86960,5,8,125542,0.3,1,1,577569,55,1,2024-11,12.235514936130132,12.508899455308407,12.634642113753303,11.37321502126899,11.74040360835197,1.3144,0.6095,1.134,1504.08,0.0876,1.0,0.06,13,0.6154,1.0256,105,-0.05854666324529267,0.20243924125207707,0.00029383677764087667,0.1656658352578223,-0.0048212638891296485,-0.13371227695715018,-0.17179454373628492,0.17258627810239593,0.20243924125207707,0.00029383677764087667,0.1656658352578223,-0.006874652700971691,0.02626932318090149,0.13667829838457002,0.21973305652809796,-0.04724710799135949,0.1970608187593185
34,1,2,1,240,40686,29275,4,1,323847,0.39,1,2,1064497,165,1,2023-08,12.879346146269768,13.955435965239188,10.613663910088937,10.284523346721118,12.688029548893368,2.9332,0.8259,0.0354,4792.45,0.1467,0.5,0.0975,5,0.2,1.0167,18,-0.05854666324529267,-0.2451326188257049,0.03338679094976551,-0.032192460685261624,0.0018232788295387806,0.3655525244077644,-0.05261192772547818,-0.006874652700971691,-0.2451326188257049,0.03338679094976551,-0.032192460685261624,-0.07137808057819994,-0.08820287282818068,-0.07137808057819994,0.09490176936209485,-0.04912152278570968,0.13260497299693397
32,0,1,4,240,190013,44723,7,9,226177,0.46,4,4,655309,71,1,2023-01,12.031088106870223,12.957821226102352,12.154853032638602,10.708265549267258,12.329077578871413,2.5263,1.3471,0.448,1767.25,0.1263,1.0,0.0657,16,0.5625,1.0648,44,-0.05854666324529267,-0.0954756321572604,0.13667829838457002,-0.2527372182109241,-0.3222754946745808,0.28543812957695164,0.04576908078445017,-0.07137808057819994,-0.0954756321572604,0.13667829838457002,-0.2527372182109241,-0.2814535001543256,-0.3097948334509717,-0.16413677366936694,0.21973305652809796,-0.05556069506673067,0.06792214130279518
