Customer_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Outstanding_Loans,Loan_Amount,Loan_Tenure_Months,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Default,Application_Date
343,48,181699,17,Single,Graduate,21,2,180761,12,85518,41646,1,3,306634,82791,0.27,1,1,0,0,0,Current,,311698,254,248,0,2024-12-24
344,67,279259,27,Married,Graduate,29,3,474802,84,424462,72608,2,9,761616,68545,0.09,1,3,0,0,0,Current,,1136674,349,297,0,2025-11-07
345,53,337723,19,Single,Graduate,18,0,563558,48,597311,119812,6,2,713671,271194,0.38,2,2,0,0,0,Current,,1008041,220,126,0,2024-02-18
346,25,141302,0,Divorced,Graduate,7,3,380174,36,54322,27759,4,5,246219,39395,0.16,0,1,0,0,0,Current,,324319,90,60,1,2023-09-09
347,68,328520,26,Single,Graduate,27,1,845744,60,238592,142796,2,7,269673,99779,0.37,0,0,0,0,0,Current,,277865,334,172,0,2024-10-11
348,39,250624,10,Widowed,Graduate,10,0,614113,36,486636,8535,3,3,129909,58459,0.45,1,1,0,0,0,Current,,134772,126,123,0,2025-01-20
349,24,188596,1,Married,Graduate,9,4,515225,240,296574,43582,5,8,153219,26047,0.17,2,3,0,0,0,Current,,194969,118,33,0,2025-01-22
350,55,331264,13,Married,Graduate,13,0,1636975,84,199106,87876,3,5,957505,296826,0.31,2,2,1,0,0,DPD30,18.0,1093980,161,151,1,2023-07-26
351,69,254573,38,Single,Graduate,30,0,469074,36,292679,79267,2,4,613576,411095,0.67,0,3,0,0,0,Current,,804640,362,64,0,2023-11-24
352,37,100000,9,Divorced,High School,10,1,326871,60,83843,15251,1,2,291779,93369,0.32,0,0,0,0,0,Current,,379049,125,6,0,2025-07-21
353,64,100000,38,Single,High School,30,2,157778,180,100543,22519,7,4,58927,15321,0.26,1,2,1,0,0,DPD30,34.0,83636,360,63,0,2023-05-09
354,48,375331,15,Married,Postgraduate,20,0,975758,180,278711,94800,4,4,825935,156927,0.19,0,1,4,0,1,DPD90+,29.0,942134,242,126,0,2024-07-02
355,50,183177,28,Divorced,Graduate,27,2,256488,84,108934,64060,6,3,111872,31324,0.28,1,3,4,2,0,DPD60,5.0,144195,325,8,0,2025-04-14
356,49,100000,21,Single,High School,19,3,301186,60,136578,39130,7,5,245514,22096,0.09,2,2,0,0,0,Current,,340940,231,165,0,2023-09-04
357,66,142619,22,Married,High School,22,1,241390,60,223648,53361,7,2,207136,66283,0.32,3,4,4,4,3,DPD90+,11.0,257964,271,93,0,2024-03-21
358,26,100000,5,Married,High School,12,4,66555,12,175421,18395,4,9,73941,19964,0.27,1,1,1,1,1,DPD90+,4.0,104650,146,28,0,2023-08-22
359,55,422468,25,Single,Postgraduate,27,0,1761150,24,149086,211122,1,0,811187,121678,0.15,0,1,0,0,0,Current,,864431,329,309,0,2023-07-31
360,61,248030,23,Married,Graduate,24,2,267165,48,410382,105997,4,6,297710,29771,0.1,1,2,0,0,0,Current,,406954,297,199,0,2025-06-14
361,57,435650,30,Single,Postgraduate,25,0,939337,84,238240,63087,5,6,936183,168512,0.18,0,0,0,0,0,Current,,1377584,300,124,0,2023-06-01
362,44,160188,22,Married,Graduate,18,1,424065,120,141495,18205,7,3,343673,44677,0.13,0,3,2,0,0,DPD30,17.0,400702,219,55,0,2024-05-23
363,49,234711,15,Married,Graduate,13,4,574140,12,424314,40072,5,8,531038,185863,0.35,0,1,0,0,0,Current,,628307,160,143,0,2024-11-14
364,69,316164,29,Married,Graduate,30,3,1190514,180,296018,74970,5,1,942536,47126,0.05,2,2,0,0,0,Current,,981910,364,310,0,2023-04-01
365,66,295759,40,Single,Graduate,30,3,942138,12,128440,126698,3,0,433802,34704,0.08,1,1,2,0,1,DPD90+,30.0,572942,360,317,0,2024-08-25
366,51,117903,26,Divorced,High School,27,2,215664,240,42650,46408,1,2,196106,88247,0.45,1,1,0,0,0,Current,,250275,332,97,0,2025-12-05
367,55,366357,33,Divorced,Postgraduate,30,3,268416,48,356215,157019,5,6,920116,165620,0.18,5,6,0,0,0,Current,,938677,364,310,0,2023-03-09
368,53,468121,28,Married,Postgraduate,26,2,1851033,120,719600,70470,2,8,910928,364371,0.4,1,2,0,0,0,Current,,1253533,320,197,0,2025-10-08
369,41,322330,12,Married,Graduate,10,4,672500,84,642903,98265,5,1,191187,19118,0.1,1,1,0,0,0,Current,,270461,126,29,0,2025-08-04
370,52,299839,26,Married,Postgraduate,29,0,1350403,240,475378,46762,6,5,781889,406582,0.52,2,3,0,0,0,Current,,1136522,352,81,0,2025-10-06
371,43,296064,11,Married,Postgraduate,9,1,674361,24,521123,21414,3,2,186149,57706,0.31,0,4,0,0,0,Current,,236942,116,109,0,2023-03-04
372,53,251584,15,Married,Graduate,16,4,938273,120,379457,87655,2,4,233231,74633,0.32,6,6,0,0,0,Current,,286008,196,27,0,2025-05-25
373,23,100000,3,Single,High School,5,4,472804,60,179609,8863,7,8,75519,18879,0.25,1,2,0,0,0,Current,,108601,69,68,1,2023-07-29
374,38,317784,10,Married,Graduate,15,3,1090058,120,63166,108203,1,2,220801,28704,0.13,4,6,3,0,0,DPD30,26.0,264817,188,140,1,2023-06-13
375,45,238187,10,Single,Graduate,13,3,562288,12,443829,78845,1,0,134388,29565,0.22,1,1,0,0,0,Current,,178429,160,126,0,2024-06-24
376,62,209552,37,Single,High School,30,1,639824,240,172459,85689,6,4,133603,52105,0.39,1,1,0,0,0,Current,,174710,360,279,1,2023-08-11
377,51,100000,16,Married,High School,16,0,294550,12,184714,8698,7,0,160609,27303,0.17,3,4,0,0,0,Current,,190495,198,50,1,2025-08-10
378,23,357850,0,Married,Postgraduate,1,4,1120675,60,70739,141733,5,7,405132,24307,0.06,0,1,0,0,0,Current,,422732,16,11,0,2024-12-18
379,60,100000,34,Married,High School,30,3,116068,180,144472,49965,2,6,81634,20408,0.25,0,0,0,0,0,Current,,82508,364,204,0,2024-01-26
380,66,244107,31,Married,Graduate,28,4,889353,12,362399,104599,6,1,524040,94327,0.18,2,3,0,0,0,Current,,636246,341,201,0,2023-05-23
381,44,357098,11,Divorced,Postgraduate,16,0,411624,120,712044,136007,2,8,380409,136947,0.36,0,2,0,0,0,Current,,471935,197,88,0,2025-10-23
382,52,310524,17,Married,Postgraduate,15,2,175687,24,481084,104907,5,4,169972,56090,0.33,1,1,0,0,0,Current,,239888,186,155,0,2025-06-17
383,67,317567,40,Married,Graduate,30,0,1051626,120,252789,70644,7,6,490974,54007,0.11,0,1,0,0,0,Current,,592706,371,315,0,2023-07-24
384,42,377442,11,Single,Postgraduate,9,4,387297,120,429013,139895,5,3,481647,183025,0.38,2,2,0,0,0,Current,,549356,115,9,0,2023-11-06
385,43,100000,15,Single,High School,16,4,396685,240,76477,36760,4,0,129651,47970,0.37,3,4,0,0,0,Current,,159606,192,33,1,2025-02-18
386,22,100000,1,Single,High School,3,1,439684,84,43223,32311,4,7,161317,69366,0.43,0,0,0,0,0,Current,,180512,45,6,1,2023-05-27
387,47,321886,18,Married,Graduate,19,4,1529381,48,172073,129466,5,0,699228,279691,0.4,0,1,0,0,0,Current,,731168,238,179,1,2025-10-07
388,62,254177,24,Married,Graduate,24,3,887114,120,122747,59834,3,2,518825,202341,0.39,1,2,0,0,0,Current,,548149,290,168,0,2023-07-02
389,22,184641,0,Single,Graduate,5,1,492819,120,206832,14439,6,5,524962,257231,0.49,3,4,0,0,0,Current,,608733,65,6,1,2025-09-22
390,46,245579,19,Married,Graduate,19,4,512097,48,446220,70813,4,7,440640,237945,0.54,1,1,4,1,0,DPD60,30.0,443432,228,132,1,2023-08-15
391,37,100000,16,Single,High School,20,0,270916,24,182981,14722,5,7,168142,52124,0.31,1,1,0,0,0,Current,,186654,244,3,1,2025-11-05
392,60,143555,22,Single,High School,20,4,194744,240,22507,29361,2,1,148369,51929,0.35,0,0,0,0,0,Current,,206791,244,141,0,2023-08-12
393,53,344430,21,Divorced,Graduate,20,0,712247,180,70885,9767,6,8,822654,148077,0.18,0,0,0,0,0,Current,,919158,249,26,0,2025-04-27
394,29,299419,4,Married,Postgraduate,4,0,1117038,60,158087,61003,7,3,255086,25508,0.1,0,1,3,1,1,DPD90+,35.0,269208,56,34,1,2024-12-15
395,63,187455,30,Single,Graduate,30,4,277134,60,102606,76523,4,3,323890,116600,0.36,1,1,0,0,0,Current,,477588,370,205,0,2023-10-03
396,68,252127,38,Married,Graduate,30,0,425666,12,59258,70723,7,1,391630,137070,0.35,2,3,1,1,1,DPD90+,8.0,513518,361,181,1,2023-06-01
397,59,312436,21,Married,Graduate,18,2,1209745,240,252293,7718,3,0,670410,214531,0.32,2,2,0,0,0,Current,,690530,222,47,0,2023-07-21
398,49,100000,18,Married,High School,21,1,130026,180,119606,24552,6,9,279405,136908,0.49,2,2,0,0,0,Current,,288100,260,136,0,2024-12-28
399,62,100000,37,Single,High School,30,4,160649,60,117741,15989,6,6,286648,17198,0.06,1,2,0,0,0,Current,,374379,367,233,0,2023-08-29
400,46,313410,14,Married,Postgraduate,14,2,181453,84,347787,78109,1,9,288179,112389,0.39,1,2,0,0,0,Current,,366005,168,32,0,2025-05-13
401,55,268277,28,Single,Graduate,28,0,1003418,180,190586,57479,2,2,309737,34071,0.11,0,1,0,0,0,Current,,320326,336,277,0,2024-04-24
402,45,113670,11,Divorced,High School,14,0,372901,84,162273,53123,3,3,287481,106367,0.37,0,2,0,0,0,Current,,319724,179,151,1,2023-09-13
403,44,240352,11,Married,Graduate,14,1,871212,48,399379,9557,3,8,431599,25895,0.06,0,0,0,0,0,Current,,632085,169,91,0,2024-07-13
404,33,173800,3,Married,Graduate,4,2,254525,36,126045,60503,7,5,283743,93635,0.33,3,4,0,0,0,Current,,364895,48,25,0,2023-10-31
405,27,179798,2,Single,Graduate,3,2,646049,120,38979,77042,3,0,409321,290617,0.71,1,2,0,0,0,Current,,499438,43,7,1,2024-09-01
406,56,116450,23,Single,High School,24,4,370741,24,73112,55946,2,8,233460,49026,0.21,2,3,0,0,0,Current,,262660,294,35,0,2024-08-09
407,65,146381,38,Single,High School,30,0,314361,120,46529,15408,3,8,428425,77116,0.18,6,6,0,0,0,Current,,457064,365,220,0,2023-09-15
408,40,100000,10,Widowed,High School,15,3,247021,12,96134,27502,1,4,195993,88196,0.45,1,1,0,0,0,Current,,235449,181,106,1,2023-09-13
409,21,100000,0,Single,High School,7,4,305564,60,35407,4092,4,7,166493,63267,0.38,2,2,0,0,0,Current,,243276,94,76,1,2023-06-25
410,28,147564,3,Single,Graduate,7,4,401346,240,140561,38308,2,6,274032,46585,0.17,3,6,1,0,1,DPD90+,35.0,280706,92,52,1,2024-06-27
411,66,500437,33,Widowed,Postgraduate,30,4,1695593,12,240687,40144,3,7,1261776,378532,0.3,1,1,0,0,0,Current,,1886972,360,17,1,2025-07-18
412,36,205975,9,Married,Graduate,13,1,270735,180,307011,86960,5,8,418476,125542,0.3,1,2,0,0,0,Current,,461958,156,86,0,2024-01-31
413,34,392128,13,Married,Postgraduate,15,1,1150187,240,40686,29275,4,1,830378,323847,0.39,1,1,1,0,1,DPD90+,17.0,1000093,181,9,0,2025-12-30
414,32,167893,7,Single,Graduate,9,4,424140,240,190013,44723,7,9,491690,226177,0.46,0,0,0,0,0,Current,,502765,114,52,0,2025-05-17
415,43,203057,17,Married,Graduate,20,3,522788,180,77263,54850,6,4,415452,149562,0.36,0,0,0,0,0,Current,,536926,249,3,0,2024-07-29
416,35,284655,8,Married,Graduate,10,2,743581,48,14783,138453,2,7,412952,144533,0.35,0,1,0,0,0,Current,,512794,131,22,0,2024-01-17
417,48,260180,21,Married,Graduate,21,2,1162126,120,453998,87001,5,2,579763,121750,0.21,0,2,0,0,0,Current,,773029,252,182,0,2025-12-21
418,54,209129,26,Single,Graduate,25,0,874958,12,284306,33076,6,5,449344,269606,0.6,2,3,0,0,0,Current,,571268,302,292,1,2023-08-05
419,22,100000,0,Married,High School,1,2,333306,120,24293,13558,5,5,53461,14969,0.28,2,2,2,0,0,DPD30,9.0,64104,21,7,0,2025-03-20
420,52,214001,19,Married,Graduate,16,2,796980,84,287818,17453,3,6,357022,124957,0.35,2,3,0,0,0,Current,,488719,199,18,0,2024-05-12
421,43,382541,17,Married,Postgraduate,16,3,264952,60,475388,146561,2,2,901748,423821,0.47,0,0,2,2,2,DPD90+,3.0,913029,203,81,0,2023-12-06
422,42,176200,10,Married,High School,11,2,678011,12,171450,61945,7,7,307927,70823,0.23,3,3,0,0,0,Current,,391225,138,27,0,2024-12-07
423,45,100000,21,Single,High School,18,3,268774,180,86755,31274,3,7,244905,85716,0.35,2,2,0,0,0,Current,,258849,223,118,0,2024-06-07
424,42,205453,15,Single,Graduate,14,1,396496,12,365662,8136,6,8,334315,113667,0.34,2,2,0,0,0,Current,,407197,179,96,0,2024-02-28
425,42,390496,18,Married,Postgraduate,20,3,440868,12,206196,150793,7,7,1155205,727779,0.63,2,2,0,0,0,Current,,1612160,245,195,1,2023-05-27
426,69,342881,40,Married,Graduate,30,1,287484,36,283461,112501,1,2,422507,59150,0.14,1,1,1,1,0,DPD60,7.0,452602,367,141,0,2023-07-02
427,62,201525,35,Widowed,Graduate,30,3,141467,180,139409,97269,5,5,147175,11774,0.08,0,1,4,2,1,DPD90+,29.0,216038,364,273,1,2023-11-26
428,26,100000,0,Married,High School,5,4,122808,180,155384,30185,1,8,157502,44100,0.28,1,1,0,0,0,Current,,227472,68,61,0,2024-11-19
429,35,260444,10,Married,Graduate,14,1,165550,120,478463,43206,6,0,482934,140050,0.29,1,1,0,0,0,Current,,583119,177,146,0,2024-08-26
430,63,235775,36,Divorced,Graduate,30,1,895211,60,402485,47892,3,2,323656,9709,0.03,1,2,3,3,1,DPD90+,24.0,324622,370,243,1,2025-09-03
431,57,365263,35,Single,Postgraduate,30,2,591274,180,586438,38134,7,1,403872,133277,0.33,1,3,0,0,0,Current,,563349,360,17,0,2023-02-27
432,53,342014,28,Married,Graduate,23,1,738521,24,675217,125518,7,7,745640,29825,0.04,3,3,4,0,0,DPD30,28.0,1074055,282,184,0,2025-05-21
433,28,100000,3,Single,High School,5,3,420222,180,140943,35970,7,5,144281,34627,0.24,1,2,0,0,0,Current,,156886,65,48,1,2024-07-29
434,64,136574,32,Single,High School,30,4,138753,24,206848,15885,4,9,283858,110704,0.39,5,5,0,0,0,Current,,413892,367,16,0,2024-01-15
435,64,121212,34,Married,High School,28,4,516384,60,238359,11645,5,7,296688,32635,0.11,4,6,0,0,0,Current,,432288,337,193,0,2024-06-15
436,25,100000,3,Married,Graduate,9,2,337793,48,6363,5696,4,1,240250,86490,0.36,1,3,0,0,0,Current,,296863,108,27,1,2023-11-04
437,59,307541,33,Married,Graduate,30,3,627116,12,395618,140776,2,5,442328,101735,0.23,1,1,0,0,0,Current,,618824,360,14,0,2024-12-11
438,24,186567,4,Married,Graduate,6,3,192188,60,278170,24603,5,6,358161,107448,0.3,3,3,4,2,2,DPD90+,35.0,437842,73,50,1,2025-09-23
439,26,178121,1,Married,Graduate,9,0,162395,120,327700,32987,1,7,289294,104145,0.36,1,1,0,0,0,Current,,370881,112,96,0,2023-07-15
440,65,278020,31,Single,Graduate,25,1,558768,12,493067,42993,4,8,744263,193508,0.26,0,1,0,0,0,Current,,863285,306,29,0,2024-09-01
441,52,100000,19,Married,High School,23,2,113153,24,169182,21853,6,4,269689,102481,0.38,0,2,0,0,0,Current,,291192,284,28,0,2025-02-27
442,50,144749,10,Married,High School,9,4,246753,240,274197,52506,2,2,196765,66900,0.34,1,2,0,0,0,Current,,270211,111,105,0,2024-08-01
443,67,432522,24,Divorced,Postgraduate,24,0,319331,60,474861,189395,5,1,315457,132491,0.42,0,0,0,0,0,Current,,315676,296,46,0,2025-03-10
444,55,101156,24,Single,High School,27,3,321427,120,6422,10889,7,7,92957,4647,0.05,5,6,0,0,0,Current,,119893,334,60,0,2023-07-29
445,60,301793,18,Single,Graduate,20,1,348191,24,21595,105469,6,0,427792,218173,0.51,2,2,0,0,0,Current,,612744,242,99,0,2025-09-14
446,36,360477,10,Married,Postgraduate,15,4,1407769,120,400867,68213,2,9,688736,185958,0.27,3,4,2,0,1,DPD90+,12.0,764936,191,148,1,2024-01-02
447,33,287536,12,Divorced,Graduate,17,0,426067,120,258431,141080,1,5,615892,92383,0.15,2,2,0,0,0,Current,,718407,209,52,0,2024-05-08
448,62,320317,39,Married,Postgraduate,30,3,1310383,120,297871,52365,7,1,425517,51062,0.12,2,5,2,2,2,DPD90+,16.0,550509,368,150,1,2023-03-12
449,50,257994,23,Married,Graduate,24,4,349444,60,214338,6050,6,2,559523,89523,0.16,1,1,0,0,0,Current,,628587,298,144,0,2024-03-16
450,39,314663,17,Widowed,Postgraduate,19,4,1178774,240,578843,84174,5,7,895011,277453,0.31,3,5,0,0,0,Current,,1274266,228,149,0,2025-04-05
451,37,100000,11,Widowed,High School,13,3,199883,24,75038,9235,2,0,213003,40470,0.19,1,3,0,0,0,Current,,252046,167,62,0,2023-12-14
452,39,100000,12,Married,High School,17,3,312403,48,171964,4135,3,5,89641,39442,0.44,2,2,0,0,0,Current,,115709,207,149,0,2025-07-06
453,48,237280,18,Married,Graduate,16,2,159921,24,429615,84274,5,2,462499,60124,0.13,2,4,0,0,0,Current,,514789,196,104,0,2024-02-07
454,46,383944,18,Single,Postgraduate,21,4,1047629,180,393169,142629,5,5,712115,242119,0.34,1,2,0,0,0,Current,,726850,262,139,0,2023-09-25
455,57,319961,22,Divorced,Postgraduate,21,3,374064,12,294853,77153,7,2,856455,334017,0.39,0,0,0,0,0,Current,,930838,257,120,0,2023-03-23
456,46,100000,13,Married,High School,11,0,268844,240,153399,34490,5,7,137575,46775,0.34,1,2,0,0,0,Current,,140752,142,37,0,2024-11-14
457,43,235873,17,Widowed,Graduate,18,1,267979,60,337426,65656,7,4,367340,80814,0.22,0,3,0,0,0,Current,,453408,223,172,0,2025-02-14
458,29,274384,6,Single,Postgraduate,7,2,676878,36,189501,88435,5,3,547848,98612,0.18,1,1,0,0,0,Current,,708542,95,22,0,2025-02-03
459,32,119112,9,Married,Graduate,11,3,118849,48,29774,36498,3,8,215719,81973,0.38,0,1,0,0,0,Current,,220537,133,21,1,2024-06-02
460,21,167632,0,Married,Postgraduate,7,1,249735,12,94957,56926,6,4,385141,77028,0.2,0,0,0,0,0,Current,,402565,89,33,0,2024-10-28
461,21,263208,0,Married,Postgraduate,5,2,836436,36,80411,30485,6,3,158180,33217,0.21,0,0,0,0,0,Current,,196580,66,17,0,2025-09-18
462,67,222022,33,Single,Graduate,30,4,1086791,180,138703,33076,6,7,423793,84758,0.2,0,1,0,0,0,Current,,593136,365,292,0,2024-07-05
463,54,192964,17,Married,Graduate,14,1,486526,24,108166,44609,1,7,155177,69829,0.45,0,1,0,0,0,Current,,203903,171,142,0,2023-03-13
464,52,229690,22,Married,Graduate,23,2,825111,24,297112,53779,3,7,295845,118338,0.4,1,3,4,2,0,DPD60,20.0,311333,281,165,1,2024-09-09
465,68,108010,39,Married,High School,30,3,316189,240,206435,42309,3,3,232660,16286,0.07,1,2,0,0,0,Current,,335907,363,134,0,2025-12-01
466,45,305025,21,Single,Postgraduate,23,3,836564,60,423130,59891,2,0,272550,103569,0.38,1,3,3,3,3,DPD90+,27.0,397575,284,178,0,2024-06-22
467,60,143049,39,Married,Graduate,30,2,113175,60,265637,14019,4,1,181973,12738,0.07,0,0,4,0,0,DPD30,18.0,211539,360,85,0,2024-01-22
468,65,453138,32,Single,Postgraduate,29,4,520808,12,715531,63758,6,3,1022966,265971,0.26,2,2,0,0,0,Current,,1338048,359,205,0,2025-10-02
469,21,100000,0,Single,High School,9,2,447375,84,146936,12307,4,9,212701,85080,0.4,0,3,3,3,0,DPD60,35.0,265060,116,38,1,2025-06-30
470,36,324195,8,Married,Postgraduate,12,0,760476,180,277971,120340,2,1,235884,56612,0.24,1,2,0,0,0,Current,,346988,154,79,0,2025-10-17
471,59,251053,23,Divorced,Graduate,20,2,819561,84,171556,61699,3,9,487838,14635,0.03,1,2,0,0,0,Current,,611931,243,133,0,2024-07-27
472,25,100000,2,Married,High School,5,2,287704,120,170024,36014,2,2,86813,43406,0.5,0,0,0,0,0,Current,,128481,62,38,1,2024-07-15
473,42,160727,15,Married,High School,18,3,354398,48,291802,35325,5,8,181730,81778,0.45,0,1,0,0,0,Current,,199843,226,24,0,2023-03-06
474,49,142937,18,Single,Graduate,18,4,320918,24,133098,63903,2,8,235564,65957,0.28,2,3,0,0,0,Current,,276262,220,18,0,2023-02-11
475,23,134130,1,Married,Graduate,7,2,402335,12,9076,66003,2,8,103731,31119,0.3,2,2,0,0,0,Current,,144255,86,32,1,2025-03-01
476,32,232681,8,Single,Postgraduate,9,1,264125,84,371227,79466,7,6,694347,284682,0.41,2,2,0,0,0,Current,,966395,108,71,0,2023-09-22
477,46,100000,24,Widowed,High School,25,3,224266,240,60588,43463,5,3,91342,10047,0.11,1,2,0,0,0,Current,,124781,307,222,0,2024-10-19
478,36,100000,8,Divorced,High School,10,3,251139,60,6928,26380,7,0,245328,34345,0.14,1,1,0,0,0,Current,,350771,128,102,1,2023-06-24
479,57,273179,19,Married,Graduate,18,2,1347610,24,442475,128016,4,2,703325,147698,0.21,0,5,0,0,0,Current,,950384,221,90,0,2023-01-21
480,42,225187,13,Married,Graduate,13,1,468737,12,238463,94389,5,7,672444,511057,0.76,1,4,0,0,0,Current,,886309,157,72,1,2025-07-07
481,49,296442,14,Married,Graduate,13,2,1008082,36,410916,147051,1,3,465898,144428,0.31,0,3,0,0,0,Current,,572804,161,89,0,2023-06-05
482,34,374287,9,Married,Postgraduate,10,1,418591,48,686309,119429,2,9,1005049,381918,0.38,1,2,0,0,0,Current,,1239772,125,30,0,2023-05-23
483,48,433830,15,Single,Postgraduate,13,3,344750,120,479507,170937,2,9,1255438,464512,0.37,2,2,0,0,0,Current,,1510393,161,88,0,2023-04-06
484,25,251067,2,Single,Postgraduate,4,1,1110202,240,258907,70443,7,1,234053,74896,0.32,1,2,0,0,0,Current,,306634,57,30,0,2023-02-27
485,67,512590,40,Married,Postgraduate,30,2,1941848,180,316160,74006,4,7,870680,52240,0.06,1,1,0,0,0,Current,,1047717,370,133,0,2023-02-07
486,69,253658,29,Divorced,Graduate,27,0,489242,240,163641,48266,7,6,164884,13190,0.08,1,1,0,0,0,Current,,177043,335,260,0,2025-05-17
487,50,200107,26,Single,Graduate,23,0,554416,120,320822,89872,3,9,410581,164232,0.4,0,0,0,0,0,Current,,432450,284,179,0,2024-06-05
488,66,304250,29,Single,Graduate,30,1,337975,180,281615,14255,5,8,594357,243686,0.41,1,1,0,0,0,Current,,869090,363,311,0,2025-09-23
489,25,333115,3,Married,Postgraduate,3,2,1226603,180,122878,101237,3,1,336551,87503,0.26,2,4,0,0,0,Current,,340713,37,33,0,2024-07-16
490,32,100000,5,Divorced,High School,9,4,81648,12,23433,19879,1,4,249475,62368,0.25,0,2,4,1,1,DPD90+,23.0,262630,115,115,1,2024-08-12
491,36,187603,3,Single,Graduate,3,0,732899,240,182386,38573,5,5,111280,7789,0.07,0,1,0,0,0,Current,,136056,41,29,0,2025-08-10
492,46,167294,13,Single,High School,17,3,495318,24,160043,74377,1,1,420839,54709,0.13,2,3,0,0,0,Current,,476163,213,31,0,2024-10-04
493,46,139899,19,Married,Graduate,20,2,245498,120,185260,60133,1,1,79268,29329,0.37,0,1,1,1,1,DPD90+,19.0,95353,240,108,1,2025-06-03
494,68,533113,40,Married,Postgraduate,30,2,2335879,60,516363,163902,1,9,1141966,262652,0.23,1,2,0,0,0,Current,,1209026,365,83,0,2024-10-04
495,41,348498,18,Single,Postgraduate,15,0,1720647,48,114926,52623,6,3,242876,97150,0.4,1,2,0,0,0,Current,,258773,181,66,0,2025-07-14
496,59,100000,33,Single,High School,30,4,164457,12,104021,24821,5,7,112806,37225,0.33,1,1,0,0,0,Current,,157965,363,148,0,2023-07-12
497,56,325996,20,Married,Postgraduate,17,3,1345746,12,592738,70408,5,4,751350,210378,0.28,1,1,0,0,0,Current,,1036528,205,204,0,2024-03-03
498,53,191191,25,Married,Graduate,23,4,741008,36,69002,36275,6,8,229622,27554,0.12,0,0,1,0,1,DPD90+,18.0,241591,279,114,1,2023-01-13
499,50,100000,23,Widowed,High School,24,3,386235,12,139502,6933,4,3,177793,40892,0.23,1,2,0,0,0,Current,,237157,294,189,0,2025-11-07
500,57,254717,32,Married,Graduate,30,0,1224567,180,307704,71497,6,2,710181,170443,0.24,0,1,1,1,0,DPD60,18.0,926541,367,292,1,2023-12-17
501,43,100000,18,Single,Graduate,21,2,268977,36,150974,16487,2,9,62408,16850,0.27,0,0,2,1,0,DPD60,28.0,84667,254,84,0,2024-01-08
502,30,100000,9,Married,High School,8,3,353375,24,34367,33718,3,7,252769,48026,0.19,0,0,0,0,0,Current,,312731,96,20,1,2023-09-27
503,25,251694,1,Married,Postgraduate,7,2,1058989,84,474727,43597,3,0,166918,55082,0.33,0,2,0,0,0,Current,,189450,93,45,0,2023-08-01
504,56,341431,27,Single,Graduate,23,1,907494,48,430505,77490,1,8,278944,156208,0.56,1,3,0,0,0,Current,,371508,276,100,0,2024-10-28
505,54,385789,15,Divorced,Postgraduate,18,1,1028683,48,656531,17411,5,3,307974,55435,0.18,1,2,1,1,1,DPD90+,5.0,365158,225,46,0,2023-03-04
506,51,299570,27,Divorced,Graduate,29,0,579352,24,159036,148712,5,8,894293,617062,0.69,2,2,0,0,0,Current,,992197,358,274,0,2025-12-04
507,30,100000,2,Single,High School,6,0,401371,24,149185,26365,1,7,95046,37067,0.39,0,0,1,1,0,DPD60,8.0,114465,78,70,1,2024-12-03
508,39,271996,8,Single,Graduate,9,0,975889,84,427852,8604,2,2,745787,111868,0.15,0,1,0,0,0,Current,,1030405,119,97,0,2025-07-06
509,52,100000,14,Single,High School,19,1,253012,60,82499,27979,3,2,297733,41682,0.14,0,0,0,0,0,Current,,368562,228,202,1,2023-08-08
510,21,118247,0,Single,Graduate,8,3,282257,240,94444,51764,6,8,172576,94916,0.55,1,1,0,0,0,Current,,198450,98,18,1,2025-10-09
511,25,301501,4,Married,Postgraduate,7,4,249236,48,401811,117834,4,2,626404,43848,0.07,1,2,0,0,0,Current,,886946,94,64,0,2025-07-07
512,65,323174,31,Married,Graduate,30,0,171041,60,75023,115190,7,3,791042,174029,0.22,0,1,0,0,0,Current,,1139750,364,34,0,2024-04-07
513,24,131358,0,Widowed,Graduate,5,4,378314,12,194996,11420,2,8,194621,44762,0.23,4,5,0,0,0,Current,,236780,70,3,1,2024-08-09
514,36,100000,14,Single,High School,16,4,237871,24,13362,33571,5,3,90453,24422,0.27,0,1,4,0,1,DPD90+,11.0,107398,196,72,1,2025-10-24
515,44,100000,18,Married,High School,17,1,408216,36,42165,38782,7,2,158440,63376,0.4,0,2,0,0,0,Current,,206978,214,139,1,2024-05-26
516,36,100000,11,Divorced,High School,15,3,294194,60,134508,29476,1,6,242971,36445,0.15,0,1,0,0,0,Current,,250014,183,174,0,2024-11-12
517,22,100000,0,Married,Graduate,9,1,471517,60,24173,44851,3,5,245190,51489,0.21,1,1,3,1,0,DPD60,35.0,329942,115,96,1,2023-07-27
518,69,137504,40,Single,High School,30,0,190117,48,267457,21031,7,0,148002,47360,0.32,0,1,0,0,0,Current,,205892,362,17,0,2024-10-28
