age,marital_status,education_level,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,newest_trade_open_months,default,month,log_income_inr,log_savings_account_balance,log_checking_account_balance,log_total_current_balance,log_max_credit_exposure,debt_to_income,balance_to_income,savings_to_loan,monthly_installment_proxy,installment_to_income,inquiry_acceleration,utilization_per_open_account,total_accounts,closed_account_ratio,account_maturity,trade_gap,woe_age,woe_education_level,woe_loan_amount,woe_loan_tenure_months,woe_savings_account_balance,woe_checking_account_balance,woe_total_current_balance,woe_credit_utilization_ratio,woe_no_of_inquiries_6m,woe_no_of_inquiries_12m,woe_newest_trade_open_months,woe_log_income_inr,woe_log_savings_account_balance,woe_log_checking_account_balance,woe_log_total_current_balance,woe_log_max_credit_exposure,woe_debt_to_income,woe_balance_to_income,woe_savings_to_loan,woe_monthly_installment_proxy,woe_installment_to_income,woe_inquiry_acceleration,woe_utilization_per_open_account,woe_closed_account_ratio,woe_account_maturity,woe_trade_gap
35,1,2,4,1308070,180,666996,20451,5,5,217248,0.21,1,2,170,0,2023-05,12.751554735951816,13.410540827136522,9.92583595619989,12.2887994401251,14.072138400579828,3.7906,0.6295,0.5099,7267.06,0.2527,0.5,0.042,10,0.5,1.0222,14,-0.40471371460628364,0.889100344865978,0.2563258017441657,0.008102566032932322,1.205805757345273,-0.5413652345670501,0.31244200600567046,0.24777541929835276,0.12905688332991616,-0.11136693993501376,0.29502215274437876,1.0337231978524128,1.205805757345273,-0.5413652345670501,0.31244200600567046,1.1482032937644577,-0.4468192886554809,-0.0336212773384673,0.28774939341529904,-0.27594313877546467,-0.014203191481365798,0.1745180269736348,0.12279440911964301,0.0776739738391735,0.39451263058241004,-0.38715363670498887
46,1,2,4,1124418,12,225501,104264,2,9,117793,0.3,0,4,152,0,2024-10,12.667347666066226,12.32608430706514,11.554691014202696,11.676692615116377,13.212858346302388,3.5446,0.3713,0.2005,93701.49,3.5446,0.0,0.15,11,0.8182,1.0042,89,-0.19811331096045834,0.889100344865978,0.24894569444654305,-0.17632204095780107,-0.09545915690037489,0.378228307695788,0.021347792782953054,-0.03777066088527888,0.12905688332991616,-0.21514949811302622,0.29502215274437876,1.0337231978524128,-0.09545915690037489,0.378228307695788,0.021347792782953054,0.22541519703634885,-0.38981533643984906,-0.04158944698764424,-0.49432587329597105,-0.16592018794632704,-0.738397641877574,0.1745180269736348,-0.10189832918139616,-0.11428665003834837,0.3306130978470814,-0.20160676429501828
62,0,2,0,1806836,120,677299,180367,2,5,156077,0.2,1,1,65,0,2024-11,13.152935258541122,13.425869585202996,12.102754487284312,11.958111161273326,13.712826457509856,3.5049,0.3028,0.3749,15056.97,0.3505,1.0,0.1,7,0.7143,1.0278,305,0.5884164340640126,0.889100344865978,0.2563258017441657,0.25999553063312814,1.205805757345273,1.3963481472840846,-0.04158944698764424,0.24777541929835276,0.12905688332991616,0.21852509774583123,-0.15651941366162134,0.9892714352815788,1.205805757345273,1.3963481472840846,-0.04158944698764424,0.59233837391233,-0.38981533643984906,0.38539679717440045,-0.18258724043153873,0.013504615321927167,0.34503257331904025,-0.20153032046208738,-0.36565891689181446,0.1799528229595915,0.6698717619062686,1.0401540881827032
33,0,0,2,57767,12,114633,19793,3,0,155346,0.58,1,3,18,0,2024-05,11.51293546492023,11.64949972337942,9.893134140456636,11.95341660340203,12.723517315001043,0.5777,1.5535,1.9844,4813.92,0.5777,0.3333,0.1933,3,0.0,1.0417,157,-0.40471371460628364,-0.22326256541455727,0.4536486534366327,-0.17632204095780107,-0.5413652345670501,-0.5413652345670501,-0.04158944698764424,-0.5780549918023947,0.12905688332991616,-0.054240564541203067,-0.0713616053213144,-1.173551715337308,-0.5413652345670501,-0.5413652345670501,-0.04158944698764424,-0.6014185910151929,1.2661425916291442,-0.4614180880766337,1.9027194207006952,0.10639025578257491,-0.2170734165027081,0.1745180269736348,0.1799528229595917,-0.14416664569462026,-0.22551228514857263,0.6499564522053273
52,0,1,0,737816,36,395403,113442,6,1,48796,0.09,0,1,90,0,2025-07,12.459174919107255,12.88766330600537,11.63905578711444,10.795424114541712,13.325359730064466,2.8642,0.1894,0.5359,20494.89,0.9547,0.0,0.015,7,0.1429,1.0227,180,0.6258589006262666,-0.22326256541455727,0.38539679717440045,0.04818354532846819,0.59233837391233,0.378228307695788,-0.14822061084692617,0.6558911877251418,0.12905688332991616,0.21852509774583123,-0.03692111534102272,0.38539679717440045,0.59233837391233,0.378228307695788,-0.14822061084692617,0.22541519703634885,-0.06866981365560297,0.34503257331904025,0.28774939341529904,0.013504615321927167,-0.22551228514857277,0.1745180269736348,0.1949907003241321,-0.14416664569462026,0.39451263058241004,0.6499564522053273
59,1,0,2,427140,36,176958,43210,7,2,36167,0.25,2,3,14,0,2024-02,11.530342897007296,12.083673346305565,10.673850371449207,10.495930028974442,12.265595484135751,4.1977,0.3554,0.4143,11865.0,1.3992,0.6667,0.0357,9,0.2222,1.0287,344,0.7316004412458373,-0.22326256541455727,-0.5647280077155366,0.04818354532846819,-0.3745478643090606,-0.2508300931328625,-0.14822061084692617,-0.053662028221913634,-0.1775030659622122,-0.054240564541203067,-0.29962025730229463,-1.173551715337308,-0.3745478643090606,-0.2508300931328625,-0.14822061084692617,-0.42287171930706796,-0.5879955706830521,-0.04158944698764424,-0.12197160620773233,-0.0336212773384673,-0.1999789831434081,-0.18914464097769795,0.12279440911964301,-0.14416664569462026,0.6698717619062686,1.0401540881827032
69,0,1,0,194637,24,340713,28925,1,3,76312,0.1,1,2,19,0,2024-02,12.535095777764525,12.73879869467449,10.272496123633678,11.242598582838149,13.777052433965956,0.7003,0.2746,1.7505,8109.87,0.3502,0.5,0.1,4,0.75,1.0139,346,1.3915885000310968,-0.22326256541455727,-0.06866981365560297,-0.17632204095780107,0.59233837391233,-0.42287171930706796,0.18750002859497455,0.6558911877251418,0.12905688332991616,-0.11136693993501376,-0.0713616053213144,0.38539679717440045,0.59233837391233,-0.42287171930706796,0.18750002859497455,0.59233837391233,1.2661425916291442,0.38539679717440045,1.9027194207006952,0.06995192774526302,0.34503257331904025,0.1745180269736348,-0.36565891689181446,0.1799528229595915,0.14987536772231363,1.0401540881827032
52,0,2,4,2100221,60,717608,198553,5,5,716410,0.69,0,0,82,0,2023-07,12.988367877098495,13.483680131454095,12.198816382415396,13.482009303601345,13.936246562646128,4.8027,1.6383,0.3417,35003.68,0.9605,0.0,0.138,10,0.5,1.0046,135,0.6258589006262666,0.889100344865978,0.2563258017441657,0.11743246597825772,1.205805757345273,1.3963481472840846,0.28774939341529904,-0.5780549918023947,0.12905688332991616,0.21852509774583123,-0.0266614264034074,0.9892714352815788,1.205805757345273,1.3963481472840846,0.28774939341529904,1.1482032937644577,-0.7610305215049349,-0.4614180880766337,-0.18258724043153873,-0.16592018794632704,-0.22551228514857277,0.1745180269736348,-0.10189832918139616,0.0776739738391735,0.3306130978470814,-0.017872920370328123
24,0,2,3,603897,48,165209,58069,7,8,147510,0.55,1,1,109,1,2025-07,12.432068126225,12.014972670924635,10.969404458366096,11.901658028252529,12.627338921711946,2.4087,0.5884,0.2736,12581.19,0.6022,1.0,0.0786,15,0.5333,1.0139,37,-0.7748715729168063,0.889100344865978,-0.014203191481365798,-0.028514013938685242,-0.3745478643090606,0.18750002859497455,-0.04158944698764424,-0.5780549918023947,0.12905688332991616,0.21852509774583123,-0.03692111534102272,0.5178246399352279,-0.3745478643090606,0.18750002859497455,-0.04158944698764424,-0.6014185910151929,-0.04158944698764424,-0.0336212773384673,-0.13182680107124983,-0.0336212773384673,-0.2170734165027081,-0.20153032046208738,-0.14855124401244438,-0.48502348063365747,0.14987536772231363,-0.47358521950530796
50,1,1,1,609073,84,167326,124006,1,1,370217,0.52,1,1,7,1,2024-05,12.72939782336456,12.027705260683902,11.728093294606746,12.821847300305794,13.516388632538508,1.8045,1.0969,0.2747,7250.87,0.2578,1.0,0.52,2,0.5,1.0444,181,0.29436317413733587,-0.22326256541455727,-0.014203191481365798,0.07676858672436082,-0.3745478643090606,1.3963481472840846,0.28774939341529904,-0.3481146072409051,0.12905688332991616,0.21852509774583123,-0.29962025730229463,1.0337231978524128,-0.3745478643090606,1.3963481472840846,0.28774939341529904,0.4818195304033289,0.2563258017441657,-0.4614180880766337,-0.13182680107124983,-0.27594313877546467,0.12789646100353846,-0.20153032046208738,-0.38981533643984906,0.0776739738391735,-0.22551228514857263,0.6499564522053273
57,1,2,3,1433436,24,440853,203514,4,7,27804,0.02,0,1,64,0,2023-10,13.11322575621318,12.99646903385498,12.223494991222044,10.232971139621664,14.15879454186774,2.8932,0.0561,0.3075,59726.5,1.4466,0.0,0.005,11,0.6364,1.037,160,0.7316004412458373,0.889100344865978,0.2563258017441657,-0.17632204095780107,0.8405238330849243,1.3963481472840846,-0.22551228514857277,0.6558911877251418,0.12905688332991616,0.21852509774583123,-0.15651941366162134,0.9892714352815788,0.8405238330849243,1.3963481472840846,-0.22551228514857277,1.1482032937644577,-0.06866981365560297,0.5992112532000919,-0.13182680107124983,-0.16592018794632704,-0.1999789831434081,0.1745180269736348,0.1949907003241321,-0.05912155042681252,-0.04962161868490844,0.6499564522053273
43,2,2,4,1427699,48,476977,91269,7,8,205868,0.34,2,2,2,1,2023-03,12.759259238986402,13.075225647213554,11.421577425510923,12.234995323157252,13.547262417397892,4.1055,0.592,0.3341,29743.73,1.0264,1.0,0.0486,15,0.5333,1.0238,256,-0.19811331096045834,0.889100344865978,0.2563258017441657,-0.028514013938685242,0.8405238330849243,0.4465814862135402,0.31244200600567046,0.1029917818234634,-0.1775030659622122,-0.11136693993501376,-0.29962025730229463,1.0337231978524128,0.8405238330849243,0.4465814862135402,0.31244200600567046,0.4818195304033289,-0.5879955706830521,-0.0336212773384673,-0.18258724043153873,0.2804233533232262,-0.22551228514857277,-0.20153032046208738,0.11095995147264011,-0.48502348063365747,0.39451263058241004,1.0401540881827032
59,0,1,1,567268,120,89323,45522,3,1,120529,0.24,1,1,263,1,2024-07,12.279179044848664,11.400025487754778,10.725972971725229,11.699653963582389,13.282543273495056,2.6364,0.5602,0.1575,4727.23,0.2636,1.0,0.08,4,0.25,1.003,74,0.7316004412458373,-0.22326256541455727,-0.014203191481365798,0.25999553063312814,-0.5413652345670501,-0.2508300931328625,0.021347792782953054,-0.053662028221913634,0.12905688332991616,0.21852509774583123,0.1799528229595917,0.013504615321927167,-0.5413652345670501,-0.2508300931328625,0.021347792782953054,0.22541519703634885,-0.04158944698764424,-0.0336212773384673,-0.39878400642260947,0.10639025578257491,0.12789646100353846,-0.20153032046208738,-0.14855124401244438,-0.14416664569462026,0.1511738584095484,-0.20160676429501828
65,0,2,2,1068830,12,432399,144296,7,8,423002,0.46,0,2,28,0,2024-02,12.657428480403428,12.97710636474719,11.879628954525057,12.955134550201848,14.124979317574878,3.403,1.3468,0.4046,89069.16,3.403,0.0,0.0657,15,0.5333,1.0306,343,0.5884164340640126,0.889100344865978,0.24894569444654305,-0.17632204095780107,0.8405238330849243,1.3963481472840846,0.28774939341529904,-0.3481146072409051,0.12905688332991616,-0.11136693993501376,-0.0713616053213144,1.0337231978524128,0.8405238330849243,1.3963481472840846,0.28774939341529904,1.1482032937644577,-0.38981533643984906,-0.4614180880766337,-0.12197160620773233,-0.16592018794632704,-0.738397641877574,0.1745180269736348,-0.08354202387818553,-0.48502348063365747,0.6698717619062686,1.0401540881827032
63,2,1,4,1078366,12,516913,46271,7,8,53693,0.22,1,1,337,0,2025-08,12.684772725790806,13.155631795359817,10.742292305518436,10.891056542410912,12.739479385954477,3.3407,0.1663,0.4793,89863.83,3.3407,1.0,0.0314,15,0.5333,1.0306,34,0.5884164340640126,-0.22326256541455727,0.24894569444654305,-0.17632204095780107,1.205805757345273,-0.2508300931328625,0.13550106038875784,0.24777541929835276,0.12905688332991616,0.21852509774583123,0.1799528229595917,1.0337231978524128,1.205805757345273,-0.2508300931328625,0.13550106038875784,0.31244200600567046,-0.38981533643984906,0.34503257331904025,0.28774939341529904,-0.16592018794632704,-0.738397641877574,-0.20153032046208738,0.6773554263934416,-0.48502348063365747,0.6698717619062686,-0.47358521950530796
49,0,1,1,286921,24,31178,49540,7,5,105238,0.37,0,2,30,0,2023-03,12.45262408208685,10.347500070256531,10.81055588854814,11.563989233018624,12.704921837285564,1.1211,0.4112,0.1087,11955.04,0.5606,0.0,0.0529,12,0.4167,1.0357,144,0.29436317413733587,-0.22326256541455727,-0.1999789831434081,-0.17632204095780107,-0.8961866098564595,-0.2508300931328625,-0.17421899076102226,0.1029917818234634,0.12905688332991616,-0.11136693993501376,-0.105711085335952,0.5178246399352279,-0.8961866098564595,-0.2508300931328625,-0.17421899076102226,-0.6014185910151929,1.1994965881520083,-0.04158944698764424,-0.39878400642260947,-0.0336212773384673,0.013504615321927167,0.1745180269736348,0.11095995147264011,0.5017679017808311,-0.04962161868490844,-0.017872920370328123
56,1,1,3,193850,240,389023,124407,7,1,234401,0.41,2,2,254,0,2023-11,12.56939544344037,12.87139631735552,11.731321765901171,12.364792869071804,13.362343593265091,0.674,0.815,2.0068,807.71,0.0337,1.0,0.0586,8,0.125,1.0,34,0.7316004412458373,-0.22326256541455727,-0.06866981365560297,-0.16488766333213792,0.59233837391233,1.3963481472840846,0.31244200600567046,-0.3024733262847011,-0.1775030659622122,-0.11136693993501376,0.1799528229595917,0.38539679717440045,0.59233837391233,1.3963481472840846,0.31244200600567046,0.4818195304033289,1.2661425916291442,-0.22551228514857277,1.9027194207006952,0.0776739738391735,1.093063901916367,-0.20153032046208738,-0.08354202387818553,-0.14416664569462026,0.1511738584095484,-0.47358521950530796
33,1,1,4,111605,60,131715,47061,2,7,32099,0.27,0,0,85,0,2024-12,11.51293546492023,11.788403368583102,10.759221160315828,10.376611309118108,12.081234783000088,1.116,0.321,1.1802,1860.08,0.2232,0.0,0.135,9,0.7778,1.0513,79,-0.40471371460628364,-0.22326256541455727,0.4536486534366327,0.11743246597825772,0.0776739738391735,-0.2508300931328625,-0.22551228514857277,-0.053662028221913634,0.12905688332991616,0.21852509774583123,-0.0266614264034074,-1.173551715337308,0.0776739738391735,-0.2508300931328625,-0.22551228514857277,-0.42287171930706796,1.1994965881520083,0.38539679717440045,0.6705757394080629,-0.014203191481365798,-0.014203191481365798,0.1745180269736348,-0.10189832918139616,0.1799528229595915,-0.22551228514857263,-0.20160676429501828
52,0,1,2,397000,48,418904,27921,1,9,270128,0.42,0,1,201,0,2023-12,12.311567152210802,12.94539944288681,10.237170187548593,12.506654901658829,13.711544624979386,1.7863,1.2154,1.0552,8270.83,0.4466,0.0,0.42,10,0.9,1.0278,95,0.6258589006262666,-0.22326256541455727,-0.38981533643984906,-0.028514013938685242,0.8405238330849243,-0.42287171930706796,0.28774939341529904,-0.3024733262847011,0.12905688332991616,0.21852509774583123,0.21798021854883082,0.013504615321927167,0.8405238330849243,-0.42287171930706796,0.28774939341529904,0.59233837391233,0.2563258017441657,-0.4614180880766337,0.6705757394080629,0.06995192774526302,0.013504615321927167,0.1745180269736348,-0.38981533643984906,-0.11428665003834837,0.6698717619062686,0.26980915208145273
42,0,1,3,687118,180,336967,30261,3,7,120902,0.35,2,4,116,0,2025-07,12.256000257798274,12.727743249336326,10.317648079011516,11.702743850190808,13.051603946469656,3.2683,0.5751,0.4904,3817.32,0.2179,0.5,0.1167,10,0.7,1.05,73,-0.19811331096045834,-0.22326256541455727,0.38539679717440045,0.008102566032932322,0.59233837391233,-0.36565891689181446,0.021347792782953054,0.1029917818234634,-0.1775030659622122,-0.21514949811302622,0.0753800190400147,0.013504615321927167,0.59233837391233,-0.36565891689181446,0.021347792782953054,0.18750002859497455,-0.38981533643984906,-0.0336212773384673,0.28774939341529904,-0.014203191481365798,-0.014203191481365798,0.1745180269736348,-0.10189832918139616,-0.05912155042681252,-0.22551228514857263,-0.20160676429501828
48,2,1,0,402274,36,285991,76609,2,1,238097,0.67,1,1,22,0,2024-10,11.968215122721586,12.563719117382794,11.246482895510866,12.380437632607672,13.183503630965744,2.5515,1.5102,0.7109,11174.28,0.8505,1.0,0.335,3,0.3333,1.0,230,0.29436317413733587,-0.22326256541455727,-0.5647280077155366,0.04818354532846819,0.4536486534366327,0.7597713182125337,0.31244200600567046,-0.5780549918023947,0.12905688332991616,0.21852509774583123,-0.0713616053213144,-0.0336212773384673,0.4536486534366327,0.7597713182125337,0.31244200600567046,0.22541519703634885,-0.04158944698764424,-0.4614180880766337,0.24894569444654305,-0.0336212773384673,-0.22551228514857277,-0.20153032046208738,-0.38981533643984906,0.08686239989357969,0.1511738584095484,0.9271672247898126
22,1,1,0,100727,48,204000,45799,1,7,70286,0.26,1,1,15,0,2024-06,11.913739774862965,12.225880174775122,10.732039370102276,11.16034213893475,12.767153074640582,0.6746,0.4708,2.0253,2098.48,0.1687,1.0,0.26,8,0.875,1.5833,4,-0.7748715729168063,-0.22326256541455727,0.4536486534366327,-0.028514013938685242,-0.09545915690037489,-0.2508300931328625,0.18750002859497455,-0.053662028221913634,0.12905688332991616,0.21852509774583123,-0.0713616053213144,-0.3745478643090606,-0.09545915690037489,-0.2508300931328625,0.18750002859497455,0.31244200600567046,1.2661425916291442,0.013504615321927167,1.9027194207006952,-0.014203191481365798,0.2563258017441657,-0.20153032046208738,-0.38981533643984906,-0.11428665003834837,-0.5738189794167884,-0.38715363670498887
62,1,1,3,150914,24,141472,5376,5,2,147114,0.44,1,1,78,0,2025-03,12.34469916094334,11.859864165137518,8.589885876809678,11.898969872838787,12.769646305034223,0.6569,0.6404,0.9374,6288.08,0.3284,1.0,0.088,7,0.2857,1.0139,287,0.5884164340640126,-0.22326256541455727,0.4536486534366327,-0.17632204095780107,0.0776739738391735,-0.7157186217118278,-0.04158944698764424,-0.3481146072409051,0.12905688332991616,0.21852509774583123,-0.0266614264034074,0.5178246399352279,0.0776739738391735,-0.7157186217118278,-0.04158944698764424,0.31244200600567046,1.2661425916291442,-0.3745478643090606,0.6705757394080629,-0.27594313877546467,0.34503257331904025,-0.20153032046208738,-0.36565891689181446,0.08686239989357969,0.14987536772231363,1.0401540881827032
65,1,1,1,276850,84,532582,11097,3,2,82270,0.39,2,5,210,0,2023-03,12.628135905678343,13.185494032964078,9.314520190885846,11.317773955188168,12.291295757860578,0.9076,0.2697,1.9237,3295.83,0.1297,0.4,0.13,5,0.4,1.0256,110,0.5884164340640126,-0.22326256541455727,-0.1999789831434081,0.07676858672436082,1.205805757345273,-0.7157186217118278,0.18750002859497455,-0.3024733262847011,-0.1775030659622122,-0.45912713633007796,0.21798021854883082,1.0337231978524128,1.205805757345273,-0.7157186217118278,0.18750002859497455,-0.42287171930706796,1.1994965881520083,0.38539679717440045,1.9027194207006952,-0.014203191481365798,0.2563258017441657,0.1745180269736348,-0.10189832918139616,0.5017679017808311,0.39451263058241004,0.26980915208145273
26,1,0,4,208886,240,150777,9079,1,8,41813,0.21,1,1,10,0,2025-03,11.51293546492023,11.923563835319053,9.11382947159534,10.640986490666574,12.489279720097986,2.0889,0.4181,0.7218,870.36,0.1044,1.0,0.21,9,0.8889,1.0952,82,-0.7748715729168063,-0.22326256541455727,-0.06866981365560297,-0.16488766333213792,0.0776739738391735,-0.7157186217118278,-0.14822061084692617,0.24777541929835276,0.12905688332991616,0.21852509774583123,-0.29962025730229463,-1.173551715337308,0.0776739738391735,-0.7157186217118278,-0.14822061084692617,-0.47063474318155785,0.2563258017441657,0.013504615321927167,0.24894569444654305,0.0776739738391735,1.093063901916367,-0.20153032046208738,0.1799528229595917,-0.11428665003834837,-0.5738189794167884,-0.20160676429501828
48,0,0,0,272294,84,143553,38845,2,8,42073,0.19,0,1,22,0,2023-12,11.51293546492023,11.874466550016445,10.56736039039208,10.647185251693974,12.625697036196248,2.7229,0.4207,0.5272,3241.6,0.389,0.0,0.095,10,0.8,1.0119,233,0.29436317413733587,-0.22326256541455727,-0.1999789831434081,0.07676858672436082,0.0776739738391735,-0.36565891689181446,-0.14822061084692617,0.1799528229595917,0.12905688332991616,0.21852509774583123,-0.0713616053213144,-1.173551715337308,0.0776739738391735,-0.36565891689181446,-0.14822061084692617,-0.6014185910151929,-0.06866981365560297,0.013504615321927167,0.28774939341529904,-0.014203191481365798,0.34503257331904025,0.1745180269736348,-0.36565891689181446,0.1799528229595915,0.14987536772231363,0.9271672247898126
64,0,1,2,541531,48,444342,32376,5,3,63038,0.17,1,1,308,0,2024-05,12.449324659721036,13.004352065694947,10.385203573155552,11.05150886146178,12.876421917414117,2.123,0.2471,0.8205,11281.9,0.5308,1.0,0.034,8,0.375,1.0278,62,0.5884164340640126,-0.22326256541455727,-0.014203191481365798,-0.028514013938685242,0.8405238330849243,-0.36565891689181446,0.13550106038875784,0.1799528229595917,0.12905688332991616,0.21852509774583123,0.1799528229595917,0.5178246399352279,0.8405238330849243,-0.36565891689181446,0.13550106038875784,0.31244200600567046,0.2563258017441657,0.013504615321927167,0.6705757394080629,-0.0336212773384673,0.013504615321927167,-0.20153032046208738,0.6773554263934416,0.08686239989357969,0.6698717619062686,-0.22551228514857277
40,1,1,3,481976,84,245523,41884,3,7,32711,0.1,3,3,48,0,2025-05,11.765581215498331,12.41114998111268,10.64268304658791,10.395497262044476,12.941471997419798,3.7437,0.2541,0.5094,5737.81,0.5348,1.0,0.0333,10,0.7,1.0152,86,-0.27957950641884854,-0.22326256541455727,-0.5647280077155366,0.07676858672436082,-0.09545915690037489,-0.2508300931328625,-0.22551228514857277,0.6558911877251418,-0.18295267072977672,-0.054240564541203067,-0.15651941366162134,-0.3745478643090606,-0.09545915690037489,-0.2508300931328625,-0.22551228514857277,0.18750002859497455,-0.4468192886554809,0.013504615321927167,0.28774939341529904,0.10639025578257491,0.013504615321927167,-0.20153032046208738,0.6773554263934416,-0.05912155042681252,0.17198465331041474,-0.20160676429501828
50,0,1,3,292983,120,123062,63367,6,4,189903,0.37,1,2,69,0,2024-07,12.09967826228205,11.720451698349358,11.056714281144115,12.154273960296289,13.429767191528194,1.6294,1.0561,0.42,2441.52,0.1629,0.5,0.0617,10,0.4,1.0231,152,0.29436317413733587,-0.22326256541455727,-0.1999789831434081,0.25999553063312814,0.0776739738391735,0.7597713182125337,0.31244200600567046,0.1029917818234634,0.12905688332991616,-0.11136693993501376,-0.0266614264034074,-0.0336212773384673,0.0776739738391735,0.7597713182125337,0.31244200600567046,0.4818195304033289,0.59233837391233,-0.4614180880766337,-0.12197160620773233,-0.014203191481365798,0.2563258017441657,0.1745180269736348,-0.08354202387818553,0.5017679017808311,0.39451263058241004,0.6499564522053273
31,1,2,0,416320,48,300906,42965,1,0,126830,0.25,1,2,1,0,2024-04,12.751177949472252,12.614556525890247,10.668164384234997,11.75061077060029,13.15417788605336,1.2069,0.3677,0.7228,8673.33,0.3017,0.5,0.25,1,0.0,1.0,131,-0.6688476673121468,0.889100344865978,-0.5647280077155366,-0.028514013938685242,0.4536486534366327,-0.2508300931328625,0.021347792782953054,-0.053662028221913634,0.12905688332991616,-0.11136693993501376,-0.29962025730229463,1.0337231978524128,0.4536486534366327,-0.2508300931328625,0.021347792782953054,0.22541519703634885,1.1994965881520083,-0.04158944698764424,0.24894569444654305,0.06995192774526302,0.12789646100353846,0.1745180269736348,-0.38981533643984906,-0.14416664569462026,0.1511738584095484,-0.017872920370328123
48,0,2,0,702603,120,105755,179939,6,8,614747,0.66,1,1,250,0,2023-04,12.902225305109948,11.56888983288766,12.10037874097111,13.328967706718124,14.13685320305862,1.7512,1.5323,0.1505,5855.02,0.1751,1.0,0.11,14,0.5714,1.0104,41,0.29436317413733587,0.889100344865978,0.38539679717440045,0.25999553063312814,-0.5413652345670501,1.3963481472840846,0.28774939341529904,-0.5780549918023947,0.12905688332991616,0.21852509774583123,0.1799528229595917,0.9892714352815788,-0.5413652345670501,1.3963481472840846,0.28774939341529904,1.1482032937644577,0.2563258017441657,-0.4614180880766337,-0.39878400642260947,-0.27594313877546467,0.2563258017441657,-0.20153032046208738,-0.36565891689181446,-0.48502348063365747,0.14987536772231363,-0.47358521950530796
59,0,2,3,416329,36,708809,174093,2,2,379502,0.54,0,0,229,0,2024-10,12.899957054270631,13.47134278652563,12.067350662210092,12.846617780924916,13.710977477665152,1.0401,0.9481,1.7025,11564.69,0.3467,0.0,0.27,4,0.5,1.034,106,0.7316004412458373,0.889100344865978,-0.5647280077155366,0.04818354532846819,1.205805757345273,1.3963481472840846,0.28774939341529904,-0.5780549918023947,0.12905688332991616,0.21852509774583123,0.21798021854883082,0.9892714352815788,1.205805757345273,1.3963481472840846,0.28774939341529904,0.59233837391233,1.1994965881520083,-0.22551228514857277,1.9027194207006952,-0.0336212773384673,0.34503257331904025,0.1745180269736348,-0.38981533643984906,0.0776739738391735,-0.04962161868490844,0.26980915208145273
53,0,0,1,508087,24,98723,62760,7,2,251175,0.74,0,0,71,0,2023-10,11.78290679960765,11.50008335695693,11.047089140435771,12.433909167610537,13.121486993492107,3.8787,1.9175,0.1943,21170.29,1.9394,0.0,0.1057,9,0.2222,1.0307,164,0.6258589006262666,-0.22326256541455727,-0.014203191481365798,-0.17632204095780107,-0.5413652345670501,0.7597713182125337,0.31244200600567046,-0.5780549918023947,0.12905688332991616,0.21852509774583123,-0.0266614264034074,-0.3745478643090606,-0.5413652345670501,0.7597713182125337,0.31244200600567046,0.18750002859497455,-0.4468192886554809,-0.4614180880766337,-0.49432587329597105,0.2804233533232262,-0.738397641877574,0.1745180269736348,-0.36565891689181446,-0.14416664569462026,0.6698717619062686,0.6499564522053273
21,2,0,2,150263,60,126007,8030,5,9,24091,0.34,1,2,24,1,2023-01,11.51293546492023,11.74410067598157,8.991064332188461,10.089635114163611,11.550047824271978,1.5026,0.2409,0.8386,2504.38,0.3005,0.5,0.068,14,0.6429,1.0833,41,-0.7748715729168063,-0.22326256541455727,0.4536486534366327,0.11743246597825772,0.0776739738391735,-0.7157186217118278,-0.22551228514857277,0.1029917818234634,0.12905688332991616,-0.11136693993501376,-0.0713616053213144,-1.173551715337308,0.0776739738391735,-0.7157186217118278,-0.22551228514857277,-0.738397641877574,0.59233837391233,0.013504615321927167,0.6705757394080629,-0.014203191481365798,0.12789646100353846,0.1745180269736348,-0.08354202387818553,-0.05912155042681252,-0.6906497247431356,-0.47358521950530796
47,1,1,4,829950,24,225014,11072,5,0,70065,0.23,3,3,143,1,2024-09,12.024832503796118,12.3239223456311,9.312264991698108,11.157192933963753,12.731360189784606,4.9743,0.4199,0.2711,34581.25,2.4872,1.0,0.046,5,0.0,1.0208,102,0.29436317413733587,-0.22326256541455727,0.0987273830370058,-0.17632204095780107,-0.09545915690037489,-0.7157186217118278,0.18750002859497455,0.24777541929835276,-0.18295267072977672,-0.054240564541203067,0.29502215274437876,-0.0336212773384673,-0.09545915690037489,-0.7157186217118278,0.18750002859497455,-0.6014185910151929,-0.7610305215049349,0.013504615321927167,-0.13182680107124983,0.2804233533232262,-0.738397641877574,-0.20153032046208738,0.11095995147264011,-0.14416664569462026,0.39451263058241004,0.26980915208145273
